From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Subcellular location [CC]	Gene Ontology (cellular component)
P49366	P49366	reviewed	DHYS_HUMAN	Deoxyhypusine synthase (DHS) (EC 2.5.1.46)	DHPS DS	Homo sapiens (Human)		cytoplasm [GO:0005737]; cytosol [GO:0005829]
P31689	P31689	reviewed	DNJA1_HUMAN	DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2)	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305|PubMed:10816573}; Lipid-anchor {ECO:0000305|PubMed:10816573}. Cytoplasm {ECO:0000269|PubMed:10816573}. Microsome {ECO:0000250}. Nucleus {ECO:0000269|PubMed:10816573}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:10816573}. Mitochondrion {ECO:0000250}. Note=Primarily associated with microsomes. A minor proportion is associated with mitochondria (By similarity). Primarily cytoplasmic. A minor proportion is associated with nuclei. {ECO:0000250}.	cytoplasm [GO:0005737]; cytoplasmic side of endoplasmic reticulum membrane [GO:0098554]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q8TBM8	Q8TBM8	reviewed	DJB14_HUMAN	DnaJ homolog subfamily B member 14	DNAJB14 UNQ9427/PRO34683	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:23018488, ECO:0000269|PubMed:24732912, ECO:0000269|PubMed:27916661}; Single-pass membrane protein {ECO:0000255}. Nucleus membrane {ECO:0000269|PubMed:24732912}; Single-pass membrane protein {ECO:0000255}. Note=Localizes to the endoplasmic reticulum membrane (PubMed:23018488, PubMed:24732912, PubMed:27916661). When overexpressed, forms membranous structures in the nucleus (PubMed:24732912). {ECO:0000269|PubMed:23018488, ECO:0000269|PubMed:24732912, ECO:0000269|PubMed:27916661}.	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nuclear membrane [GO:0031965]
Q8WXX5	Q8WXX5	reviewed	DNJC9_HUMAN	DnaJ homolog subfamily C member 9 (HDJC9) (DnaJ protein SB73)	DNAJC9	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17182002}. Cytoplasm {ECO:0000269|PubMed:17182002}. Cell membrane {ECO:0000269|PubMed:17182002}. Note=Predominantly nuclear. Translocates to the cytoplasm and membrane after heat shock. {ECO:0000269|PubMed:17182002}.	chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q05193	Q05193	reviewed	DYN1_HUMAN	Dynamin-1 (EC 3.6.5.5)	DNM1 DNM	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15703209}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15703209}. Note=Microtubule-associated.	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; membrane coat [GO:0030117]; microtubule [GO:0005874]; photoreceptor inner segment [GO:0001917]; photoreceptor ribbon synapse [GO:0098684]; plasma membrane [GO:0005886]; presynaptic endocytic zone membrane [GO:0098835]; synapse [GO:0045202]
O60941	O60941	reviewed	DTNB_HUMAN	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	DTNB	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:27223470}. Postsynaptic density {ECO:0000250|UniProtKB:P84060}. Cell projection, dendrite {ECO:0000250|UniProtKB:O70585}. Basal cell membrane {ECO:0000250|UniProtKB:O70585}. Postsynapse {ECO:0000250|UniProtKB:O70585}. Nucleus {ECO:0000269|PubMed:27223470}. Note=Localized at inhibitory synapses on the dendrites of cerebellar Purkinje cells. {ECO:0000250|UniProtKB:O70585}.	basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; inhibitory synapse [GO:0060077]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; synapse [GO:0045202]
Q6B8I1	Q6B8I1	reviewed	DS13A_HUMAN	Dual specificity protein phosphatase 13 isoform A (DUSP13A) (EC 3.1.3.16) (EC 3.1.3.48) (Branching-enzyme interacting DSP) (Muscle-restricted DSP) (MDSP)	DUSP13 BEDP DUSP13A MDSP	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15252030}.	cytoplasm [GO:0005737]
P33316	P33316	reviewed	DUT_HUMAN	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:8631816, ECO:0000269|PubMed:9070952}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion {ECO:0000269|PubMed:8631816, ECO:0000269|PubMed:9070952}.	extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q14204	Q14204	reviewed	DYHC1_HUMAN	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.	axon cytoplasm [GO:1904115]; azurophil granule lumen [GO:0035578]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; cytosol [GO:0005829]; dynein complex [GO:0030286]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; filopodium [GO:0030175]; membrane [GO:0016020]; microtubule [GO:0005874]
P51808	P51808	reviewed	DYLT3_HUMAN	Dynein light chain Tctex-type 3 (Protein 91/23) (T-complex-associated testis-expressed 1-like)	DYNLT3 TCTE1L TCTE1XL	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton. Chromosome, centromere, kinetochore. Note=Colocalizes with BUB3 at kinetochores specifically during prometaphase.	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; kinetochore [GO:0000776]; mitotic spindle astral microtubule [GO:0061673]; nucleus [GO:0005634]
P56851	P56851	reviewed	EP3B_HUMAN	Epididymal secretory protein E3-beta (Human epididymis-specific protein 3-beta) (HE3-beta)	EDDM3B FAM12B HE3B UNQ6412/PRO21187	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	extracellular region [GO:0005576]
O75071	O75071	reviewed	EFC14_HUMAN	EF-hand calcium-binding domain-containing protein 14	EFCAB14 KIAA0494	Homo sapiens (Human)		
Q5VUJ9	Q5VUJ9	reviewed	DRC8_HUMAN	Dynein regulatory complex protein 8 (EF-hand calcium-binding domain-containing protein 2)	EFCAB2 DRC8	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000250|UniProtKB:A8J3A0}.	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; sperm principal piece [GO:0097228]
Q63HQ2	Q63HQ2	reviewed	EGFLA_HUMAN	Pikachurin (Agrin-like protein) (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)	EGFLAM AGRINL AGRNL PIKA	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q4VBE4}. Synaptic cleft {ECO:0000250|UniProtKB:Q4VBE4}. Presynaptic active zone {ECO:0000250|UniProtKB:Q4VBE4}. Note=Detected in the synaptic cleft of the ribbon synapse around the postsynaptic terminals of bipolar cells. Colocalizes with BSN, CTBP2 and DAG1 in photoreceptor synaptic terminals. {ECO:0000250|UniProtKB:Q4VBE4}.	basement membrane [GO:0005604]; cell projection [GO:0042995]; interstitial matrix [GO:0005614]; presynaptic active zone [GO:0048786]; synaptic cleft [GO:0043083]
P19525	P19525	reviewed	E2AK2_HUMAN	Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)	EIF2AK2 PKR PRKR	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15121867, ECO:0000269|PubMed:21029237, ECO:0000269|PubMed:22214662}. Nucleus {ECO:0000269|PubMed:21029237, ECO:0000269|PubMed:21072047}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:15121867}. Note=Nuclear localization is elevated in acute leukemia, myelodysplastic syndrome (MDS), melanoma, breast, colon, prostate and lung cancer patient samples or cell lines as well as neurocytes from advanced Creutzfeldt-Jakob disease patients. {ECO:0000269|PubMed:21072047}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ribosome [GO:0005840]
P21128	P21128	reviewed	ENDOU_HUMAN	Uridylate-specific endoribonuclease (EC 4.6.1.-) (Placental protein 11) (PP11) (Protein endoU)	ENDOU	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q9UHY7	Q9UHY7	reviewed	ENOPH_HUMAN	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)	ENOPH1 MASA MSTP145	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03117}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03117}.	cytosol [GO:0005829]; nucleus [GO:0005634]
O43768	O43768	reviewed	ENSA_HUMAN	Alpha-endosulfine (ARPP-19e)	ENSA	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]
Q6UW88	Q6UW88	reviewed	EPGN_HUMAN	Epigen (Epithelial mitogen) (EPG)	EPGN UNQ3072/PRO9904	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 6]: Secreted {ECO:0000305}.	clathrin-coated endocytic vesicle membrane [GO:0030669]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q9Y6I3	Q9Y6I3	reviewed	EPN1_HUMAN	Epsin-1 (EH domain-binding mitotic phosphoprotein) (EPS-15-interacting protein 1)	EPN1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Membrane, clathrin-coated pit {ECO:0000250}. Note=Associated with the cytoplasmic membrane at sites where clathrin-coated pits are forming. Colocalizes with clathrin and AP-2 in a punctate pattern on the plasma membrane. Detected in presynaptic nerve terminals and in Golgi stacks. May shuttle to the nucleus when associated with ZBTB16/ZNF145 (By similarity). {ECO:0000250}.	clathrin vesicle coat [GO:0030125]; clathrin-coated pit [GO:0005905]; cytosol [GO:0005829]; endosome [GO:0005768]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P07992	P07992	reviewed	ERCC1_HUMAN	DNA excision repair protein ERCC-1	ERCC1	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:24036546}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:24036546}. Nucleus {ECO:0000269|PubMed:24036546}.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus {ECO:0000269|PubMed:24036546}.; SUBCELLULAR LOCATION: [Isoform 4]: Nucleus {ECO:0000269|PubMed:24036546}.	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; ERCC4-ERCC1 complex [GO:0070522]; nucleoplasm [GO:0005654]; nucleotide-excision repair complex [GO:0000109]; nucleotide-excision repair factor 1 complex [GO:0000110]
Q8IV48	Q8IV48	reviewed	ERI1_HUMAN	3'-5' exoribonuclease 1 (EC 3.1.-.-) (3'-5' exonuclease ERI1) (Eri-1 homolog) (Histone mRNA 3'-end-specific exoribonuclease) (Histone mRNA 3'-exonuclease 1) (Protein 3'hExo) (HEXO)	ERI1 3'EXO THEX1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16912046}. Nucleus {ECO:0000269|PubMed:16912046}. Nucleus, nucleolus {ECO:0000269|PubMed:16912046}.	cytoplasm [GO:0005737]; histone pre-mRNA 3'end processing complex [GO:0071204]; nucleolus [GO:0005730]; nucleus [GO:0005634]
O75460	O75460	reviewed	ERN1_HUMAN	Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]	ERN1 IRE1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9637683}; Single-pass type I membrane protein {ECO:0000269|PubMed:9637683}.	AIP1-IRE1 complex [GO:1990597]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Ire1 complex [GO:1990332]; IRE1-RACK1-PP2A complex [GO:1990630]; IRE1-TRAF2-ASK1 complex [GO:1990604]; mitochondrion [GO:0005739]; nuclear inner membrane [GO:0005637]
Q14674	Q14674	reviewed	ESPL1_HUMAN	Separin (EC 3.4.22.49) (Caspase-like protein ESPL1) (Extra spindle poles-like 1 protein) (Separase)	ESPL1 ESP1 KIAA0165	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]
P34910	P34910	reviewed	EVI2B_HUMAN	Protein EVI2B (Ecotropic viral integration site 2B protein homolog) (EVI-2B) (CD antigen CD361)	EVI2B EVDB	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	plasma membrane [GO:0005886]
Q92817	Q92817	reviewed	EVPL_HUMAN	Envoplakin (210 kDa cornified envelope precursor protein) (210 kDa paraneoplastic pemphigus antigen) (p210)	EVPL	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell junction, desmosome. Cornified envelope. Cytoplasm, cytoskeleton. Note=Colocalized with DSP at desmosomes and along intermediate filaments.	cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; desmosome [GO:0030057]; extracellular exosome [GO:0070062]; intermediate filament cytoskeleton [GO:0045111]; membrane [GO:0016020]
O94988	O94988	reviewed	FA13A_HUMAN	Protein FAM13A	FAM13A FAM13A1 KIAA0914	Homo sapiens (Human)		cytosol [GO:0005829]
Q6P995	Q6P995	reviewed	F171B_HUMAN	Protein FAM171B	FAM171B KIAA1946 NPD019	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	membrane [GO:0016020]
Q96BQ1	Q96BQ1	reviewed	FAM3D_HUMAN	Protein FAM3D	FAM3D UNQ567/PRO1130	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
P21781	P21781	reviewed	FGF7_HUMAN	Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor)	FGF7 KGF	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]
P31371	P31371	reviewed	FGF9_HUMAN	Fibroblast growth factor 9 (FGF-9) (Glia-activating factor) (GAF) (Heparin-binding growth factor 9) (HBGF-9)	FGF9	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9UIM3	Q9UIM3	reviewed	FKBPL_HUMAN	FK506-binding protein-like (WAF-1/CIP1 stabilizing protein 39) (WISp39)	FKBPL DIR1 NG7	Homo sapiens (Human)		cytosol [GO:0005829]; extracellular region [GO:0005576]
P49354	P49354	reviewed	FNTA_HUMAN	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)	FNTA	Homo sapiens (Human)		CAAX-protein geranylgeranyltransferase complex [GO:0005953]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule associated complex [GO:0005875]; plasma membrane [GO:0005886]; protein farnesyltransferase complex [GO:0005965]
P01100	P01100	reviewed	FOS_HUMAN	Protein c-Fos (Cellular oncogene fos) (Fos proto-oncogene, AP-1 transcription factor subunit) (G0/G1 switch regulatory protein 7) (Proto-oncogene c-Fos) (Transcription factor AP-1 subunit c-Fos)	FOS G0S7	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus. Endoplasmic reticulum. Cytoplasm, cytosol. Note=In quiescent cells, present in very small amounts in the cytosol. Following induction of cell growth, first localizes to the endoplasmic reticulum and only later to the nucleus. Localization at the endoplasmic reticulum requires dephosphorylation at Tyr-10 and Tyr-30.	chromatin [GO:0000785]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription regulator complex [GO:0090575]; transcription factor AP-1 complex [GO:0035976]
P19526	P19526	reviewed	FUT1_HUMAN	Galactoside alpha-(1,2)-fucosyltransferase 1 (Alpha(1,2)FT 1) (Blood group H alpha 2-fucosyltransferase) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.344)	FUT1 H HSC	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250|UniProtKB:O09160}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:O09160}. Note=Membrane-bound form in trans cisternae of Golgi. {ECO:0000250|UniProtKB:O09160}.	Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; plasma membrane [GO:0005886]
O95166	O95166	reviewed	GBRAP_HUMAN	Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein) (MM46)	GABARAP FLC3B HT004	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:12507496, ECO:0000269|PubMed:15169837, ECO:0000269|PubMed:17580304, ECO:0000269|PubMed:19056683}. Endomembrane system {ECO:0000250|UniProtKB:P60517}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P60517}. Golgi apparatus membrane {ECO:0000250|UniProtKB:P60517}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P60517}. Note=Largely associated with intracellular membrane structures including the Golgi apparatus and postsynaptic cisternae. Colocalizes with microtubules (By similarity). Localizes also to discrete punctae along the ciliary axoneme (By similarity). {ECO:0000250|UniProtKB:P60517, ECO:0000250|UniProtKB:Q9DCD6}.	actin cytoskeleton [GO:0015629]; autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; axoneme [GO:0005930]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; lysosome [GO:0005764]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]; sperm midpiece [GO:0097225]; synapse [GO:0045202]
Q9H0R8	Q9H0R8	reviewed	GBRL1_HUMAN	Gamma-aminobutyric acid receptor-associated protein-like 1 (Early estrogen-regulated protein) (GABA(A) receptor-associated protein-like 1) (Glandular epithelial cell protein 1) (GEC-1)	GABARAPL1 GEC1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:17580304, ECO:0000269|PubMed:20404487, ECO:0000269|PubMed:30661429, ECO:0000305|PubMed:23690988}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:20404487}; Lipid-anchor {ECO:0000269|PubMed:20404487}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q0VGK0}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q0VGK0}. Golgi apparatus {ECO:0000250|UniProtKB:Q0VGK0}.	autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]
Q99259	Q99259	reviewed	DCE1_HUMAN	Glutamate decarboxylase 1 (EC 4.1.1.15) (67 kDa glutamic acid decarboxylase) (GAD-67) (Glutamate decarboxylase 67 kDa isoform)	GAD1 GAD GAD67	Homo sapiens (Human)		axon terminus [GO:0043679]; cell cortex [GO:0005938]; clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane [GO:0061202]; cytoplasm [GO:0005737]; GABA-ergic synapse [GO:0098982]; inhibitory synapse [GO:0060077]; plasma membrane [GO:0005886]; presynaptic active zone [GO:0048786]; vesicle membrane [GO:0012506]
O75293	O75293	reviewed	GA45B_HUMAN	Growth arrest and DNA damage-inducible protein GADD45 beta (Myeloid differentiation primary response protein MyD118) (Negative growth regulatory protein MyD118)	GADD45B MYD118	Homo sapiens (Human)		cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6NT46	Q6NT46	reviewed	GAG2A_HUMAN	G antigen 2A (GAGE-2A)	GAGE2A GAGE2	Homo sapiens (Human)		
O43903	O43903	reviewed	GAS2_HUMAN	Growth arrest-specific protein 2 (GAS-2)	GAS2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:24706950}. Membrane {ECO:0000250|UniProtKB:P11862}; Peripheral membrane protein {ECO:0000250|UniProtKB:P11862}. Note=Component of the microfilament system. Colocalizes with actin fibers at the cell border and along the stress fibers in growth-arrested fibroblasts. Mainly membrane-associated. When hyperphosphorylated, accumulates at membrane ruffles. {ECO:0000250|UniProtKB:P11862}.	actin filament [GO:0005884]; cytosol [GO:0005829]; membrane [GO:0016020]
P23771	P23771	reviewed	GATA3_HUMAN	Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3)	GATA3	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus.	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8ND71	Q8ND71	reviewed	GIMA8_HUMAN	GTPase IMAP family member 8 (Immune-associated nucleotide-binding protein 9) (IAN-9) (Protein IanT)	GIMAP8 IAN9 IANT	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:Q75N62}. Golgi apparatus {ECO:0000250|UniProtKB:Q75N62}. Mitochondrion {ECO:0000250|UniProtKB:Q75N62}. Cytoplasm, cytosol {ECO:0000269|PubMed:23454188}.	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]
Q8TF64	Q8TF64	reviewed	GIPC3_HUMAN	PDZ domain-containing protein GIPC3	GIPC3 C19orf64	Homo sapiens (Human)		
P48165	P48165	reviewed	CXA8_HUMAN	Gap junction alpha-8 protein (Connexin-50) (Cx50) (Lens fiber protein MP70)	GJA8	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16397066, ECO:0000269|PubMed:18006672, ECO:0000269|PubMed:19756179, ECO:0000269|PubMed:26004348}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P55917}. Cell junction, gap junction {ECO:0000269|PubMed:18006672, ECO:0000269|PubMed:19756179}.	connexin complex [GO:0005922]; plasma membrane [GO:0005886]
P48060	P48060	reviewed	GLIP1_HUMAN	Glioma pathogenesis-related protein 1 (GliPR 1) (Protein RTVP-1)	GLIPR1 GLIPR RTVP1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	azurophil granule membrane [GO:0035577]; extracellular space [GO:0005615]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q49A26	Q49A26	reviewed	GLYR1_HUMAN	Cytokine-like nuclear factor N-PAC (NPAC) (3-hydroxyisobutyrate dehydrogenase-like protein) (Glyoxylate reductase 1 homolog) (Nuclear protein NP60) (Nuclear protein of 60 kDa) (Nucleosome-destabilizing factor) (hNDF) (Putative oxidoreductase GLYR1)	GLYR1 HIBDL NDF NP60 NPAC	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16352664}. Chromosome {ECO:0000269|PubMed:29759984, ECO:0000269|PubMed:30970244}. Note=Found in actively RNAPolII-transcribed gene bodies. {ECO:0000269|PubMed:30970244, ECO:0000269|PubMed:31408337}.	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]
