feat1,type_1
phenylalanine,met
phenylalanylglycine,met
phenyllactate (PLA),met
phenylpyruvate,met
phosphate,met
phosphoethanolamine (PE),met
picolinate,met
picolinoylglycine,met
pimelate (C7-DC),met
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),met
pipecolate,met
piperine,met
pregnanediol-3-glucuronide,met
pregnen-diol disulfate*,met
pregnenediol sulfate (C21H34O5S)*,met
pregnenetriol disulfate*,met
pregnenetriol sulfate*,met
pregnenolone sulfate,met
prolylhydroxyproline,met
proline,met
prolylglycine,met
propionylcarnitine (C3),met
propionylglycine (C3),met
propyl 4-hydroxybenzoate sulfate,met
pseudouridine,met
pyridoxal,met
pyridoxate,met
pyroglutamine*,met
pyrraline,met
pyruvate,met
quinate,met
quinolinate,met
raltegravir,met
retinal,met
retinol (Vitamin A),met
ribitol,met
ribonate,met
ribulonate/xylulonate/lyxonate*,met
rilpivirine,met
ritalinic acid,met
ritonavir,met
S-(3-hydroxypropyl)mercapturic acid (HPMA),met
S-1-pyrroline-5-carboxylate,met
S-adenosylhomocysteine (SAH),met
S-allylcysteine,met
S-methylcysteine,met
S-methylcysteine sulfoxide,met
S-methylmethionine,met
saccharin,met
salicylate,met
salicyluric glucuronide*,met
saquinavir,met
sarcosine,met
sebacate (C10-DC),met
serine,met
serotonin,met
solifenacin,met
spermidine,met
spermine,met
sphingadienine,met
sphinganine,met
sphinganine-1-phosphate,met
sphingosine,met
sphingosine 1-phosphate,met
stachydrine,met
stearate (18:0),met
stearidonate (18:4n3),met
stearoylcarnitine (C18),met
stearoylcholine*,met
suberate (C8-DC),met
suberoylcarnitine (C8-DC),met
succinate,met
succinoyltaurine,met
succinylcarnitine (C4-DC),met
sucrose,met
sulfamethoxazole,met
sulfate of piperine metabolite C16H19NO3 (2)*,met
sulfate of piperine metabolite C16H19NO3 (3)*,met
sulfate of piperine metabolite C18H21NO3 (1)*,met
sulfate of piperine metabolite C18H21NO3 (3)*,met
sulfate*,met
syringol sulfate,met
tartarate,met
tartronate (hydroxymalonate),met
taurine,met
tauro-beta-muricholate,met
taurochenodeoxycholate,met
taurochenodeoxycholic acid 3-sulfate,met
taurocholate,met
taurocholenate sulfate*,met
taurodeoxycholate,met
taurodeoxycholic acid 3-sulfate,met
taurohyocholate*,met
taurolithocholate 3-sulfate,met
testosterone sulfate,met
tetradecadienedioate (C14:2-DC)*,met
tetradecadienoate (14:2)*,met
tetradecanedioate (C14),met
THC carboxylic acid,met
THC carboxylic acid glucuronide,met
theanine,met
theobromine,met
theophylline,met
thioproline,met
threonate,met
threonine,met
thymol sulfate,met
thyroxine,met
tiglyl carnitine (C5),met
tramadol,met
trans-2-hexenoylglycine,met
"trans-3,4-methyleneheptanoate",met
hydroxyproline,met
trans-urocanate,met
tridecenedioate (C13:1-DC)*,met
trigonelline (N'-methylnicotinate),met
trimethylamine N-oxide,met
tryptophan,met
tryptophan betaine,met
tyramine O-sulfate,met
tyrosine,met
umbelliferone sulfate,met
undecanedioate (C11-DC),met
undecenoylcarnitine (C11:1),met
uracil,met
urate,met
urea,met
uridine,met
ursodeoxycholate,met
valine,met
valylleucine,met
vanillactate,met
vanillic acid glycine,met
vanillic alcohol sulfate,met
vanillylmandelate (VMA),met
venlafaxine,met
warfarin,met
xanthine,met
xanthosine,met
xanthurenate,met
ximenoylcarnitine (C26:1)*,met
xylose,met
zolpidem,met
A1BG,prot
AAMDC,prot
AARSD1,prot
ABCA2,prot
ABHD14B,prot
ABL1,prot
ABO,prot
ABRAXAS2,prot
ACAA1,prot
ACADM,prot
ACADSB,prot
ACAN,prot
ACE,prot
ACE2,prot
ACHE,prot
ACOT13,prot
ACOX1,prot
ACP1,prot
ACP5,prot
ACP6,prot
ACRBP,prot
ACRV1,prot
ACSL1,prot
ACTA2,prot
ACTN2,prot
ACTN4,prot
ACVRL1,prot
ACY1,prot
ACY3,prot
ACYP1,prot
ADA,prot
ADA2,prot
ADAM12,prot
ADAM15,prot
ADAM22,prot
ADAM23,prot
ADAM8,prot
ADAM9,prot
ADAMTS1,prot
ADAMTS13,prot
ADAMTS15,prot
ADAMTS16,prot
ADAMTS4,prot
ADAMTS8,prot
ADAMTSL2,prot
ADAMTSL4,prot
ADAMTSL5,prot
ADCYAP1R1,prot
ADD1,prot
ADGRB3,prot
ADGRD1,prot
ADGRE1,prot
ADGRE2,prot
ADGRE5,prot
ADGRF5,prot
ADGRG1,prot
ADGRG2,prot
ADGRV1,prot
ADH1B,prot
ADH4,prot
ADIPOQ,prot
ADM,prot
ADRA2A,prot
AFAP1,prot
AFM,prot
AFP,prot
AGBL2,prot
AGER,prot
AGR2,prot
AGR3,prot
AGRN,prot
AGRP,prot
AGT,prot
AGXT,prot
AHCY,prot
AHNAK,prot
AHNAK2,prot
AHSA1,prot
AHSG,prot
AHSP,prot
AIDA,prot
AIF1,prot
AIF1L,prot
AIFM1,prot
AK1,prot
AK2,prot
AKAP12,prot
AKR1B1,prot
AKR1B10,prot
AKR1C4,prot
AKR7L,prot
AKT1S1,prot
AKT2,prot
AKT3,prot
ALCAM,prot
ALDH1A1,prot
ALDH2,prot
ALDH3A1,prot
ALDH5A1,prot
ALMS1,prot
ALPI,prot
ALPP,prot
AMBN,prot
AMBP,prot
AMDHD2,prot
AMFR,prot
AMIGO1,prot
AMIGO2,prot
AMN,prot
AMOT,prot
AMOTL2,prot
AMPD3,prot
AMY1A_AMY1B_AMY1C,prot
AMY2A,prot
AMY2B,prot
ANG,prot
ANGPT1,prot
ANGPT2,prot
ANGPTL1,prot
ANGPTL2,prot
ANGPTL3,prot
ANGPTL4,prot
ANGPTL7,prot
ANK2,prot
ANKMY2,prot
ANKRA2,prot
ANKRD54,prot
ANP32C,prot
ANPEP,prot
ANXA1,prot
ANXA10,prot
ANXA11,prot
ANXA2,prot
ANXA3,prot
ANXA4,prot
ANXA5,prot
AOC1,prot
AOC3,prot
AP1G2,prot
AP2B1,prot
AP3B1,prot
AP3S2,prot
APBB1IP,prot
APCS,prot
APEX1,prot
APLP1,prot
APOA1,prot
APOA2,prot
APOA4,prot
APOB,prot
APOBR,prot
APOC1,prot
APOD,prot
APOE,prot
APOF,prot
APOH,prot
APOL1,prot
APOM,prot
APP,prot
APPL2,prot
APRT,prot
ARAF,prot
AREG,prot
ARF6,prot
ARFIP1,prot
ARG1,prot
ARG2,prot
ARHGAP1,prot
ARHGAP30,prot
ARHGAP45,prot
ARHGAP5,prot
ARHGEF1,prot
ARHGEF10,prot
ARHGEF12,prot
ARHGEF5,prot
ARID3A,prot
ARID4B,prot
ARL13B,prot
ARL2BP,prot
ARMCX2,prot
ARNT,prot
ARNTL,prot
ARSA,prot
ARSB,prot
ART3,prot
ART5,prot
ARTN,prot
ASAH1,prot
ASAH2,prot
ASGR1,prot
ASGR2,prot
ASPN,prot
ASPSCR1,prot
ASRGL1,prot
ASS1,prot
ATF2,prot
ATF4,prot
ATG16L1,prot
ATG4A,prot
ATOX1,prot
ATP1B1,prot
ATP1B2,prot
ATP1B3,prot
ATP1B4,prot
ATP2B4,prot
ATP5F1D,prot
ATP5IF1,prot
ATP5PO,prot
ATP6AP2,prot
ATP6V1D,prot
ATP6V1F,prot
ATP6V1G1,prot
ATP6V1G2,prot
ATRAID,prot
ATRN,prot
ATXN10,prot
ATXN2,prot
ATXN2L,prot
ATXN3,prot
AXIN1,prot
AXL,prot
AZI2,prot
AZU1,prot
B2M,prot
B3GAT3,prot
B3GNT7,prot
B4GALT1,prot
B4GAT1,prot
BABAM1,prot
BACH1,prot
BAG3,prot
BAG4,prot
BAG6,prot
BAIAP2,prot
BAMBI,prot
BANK1,prot
BAP18,prot
BATF,prot
BAX,prot
BCAM,prot
BCAN,prot
BCAT1,prot
BCAT2,prot
BCHE,prot
BCL2,prot
BCL2L1,prot
BCL2L11,prot
BCL2L15,prot
BCL7A,prot
BCL7B,prot
BCR,prot
BDNF,prot
BECN1,prot
BEX3,prot
BGLAP,prot
BGN,prot
BHLHE40,prot
BHMT2,prot
BID,prot
BIN2,prot
BIRC2,prot
BLMH,prot
BLNK,prot
BLOC1S2,prot
BLOC1S3,prot
BLVRB,prot
BMP10,prot
BMP4,prot
BMP6,prot
BMPER,prot
BNIP2,prot
BNIP3L,prot
BOC,prot
BOLA1,prot
BOLA2_BOLA2B,prot
BPIFA2,prot
BPIFB1,prot
BPIFB2,prot
BRAP,prot
BRD1,prot
BRD2,prot
BRD3,prot
BRDT,prot
BRK1,prot
BRME1,prot
BRSK2,prot
BSG,prot
BSND,prot
BST1,prot
BST2,prot
BTC,prot
BTD,prot
BTLA,prot
BTN1A1,prot
BTN2A1,prot
BTN3A2,prot
BTNL10,prot
C19orf12,prot
C1GALT1C1,prot
C1QA,prot
C1QBP,prot
C1QL2,prot
C1QTNF1,prot
C1QTNF5,prot
C1QTNF6,prot
C1QTNF9,prot
C1R,prot
C1RL,prot
C1S,prot
C2,prot
C2CD2L,prot
C2orf69,prot
C3,prot
C4BPB,prot
C5,prot
C7,prot
C7orf50,prot
C8B,prot
C9,prot
C9orf40,prot
CA1,prot
CA11,prot
CA12,prot
CA13,prot
CA14,prot
CA2,prot
CA3,prot
CA4,prot
CA5A,prot
CA6,prot
CA7,prot
CA8,prot
CA9,prot
CABP2,prot
CACNA1C,prot
CACNA1H,prot
CACNB1,prot
CACNB3,prot
CACYBP,prot
CADPS,prot
CALB1,prot
CALB2,prot
CALCA,prot
CALCB,prot
CALCOCO1,prot
CALCOCO2,prot
CALY,prot
CAMKK1,prot
CAMLG,prot
CAMSAP1,prot
CANT1,prot
CAPG,prot
CAPN3,prot
CAPS,prot
CARHSP1,prot
CASC3,prot
CASP1,prot
CASP10,prot
CASP2,prot
CASP3,prot
CASP4,prot
CASP7,prot
CASP8,prot
CASP9,prot
CASQ2,prot
CAT,prot
CBLIF,prot
CBLN1,prot
CBLN4,prot
CBS,prot
CBX2,prot
CC2D1A,prot
CCAR2,prot
CCDC134,prot
CCDC28A,prot
CCDC50,prot
CCDC80,prot
CCER2,prot
CCL11,prot
CCL13,prot
CCL14,prot
CCL15,prot
CCL16,prot
CCL17,prot
CCL18,prot
CCL19,prot
CCL2,prot
CCL20,prot
CCL21,prot
CCL22,prot
CCL23,prot
CCL24,prot
CCL25,prot
CCL26,prot
CCL27,prot
CCL28,prot
CCL3,prot
CCL4,prot
CCL5,prot
CCL7,prot
CCL8,prot
CCN1,prot
CCN2,prot
CCN3,prot
CCN4,prot
CCN5,prot
CCND2,prot
CCNE1,prot
CCS,prot
CCT5,prot
CD101,prot
CD109,prot
CD14,prot
CD160,prot
CD163,prot
CD164,prot
CD164L2,prot
CD177,prot
CD1C,prot
CD2,prot
CD200,prot
CD200R1,prot
CD207,prot
CD209,prot
CD22,prot
CD226,prot
CD244,prot
CD248,prot
CD27,prot
CD274,prot
CD276,prot
CD28,prot
CD2AP,prot
CD300A,prot
CD300C,prot
CD300E,prot
CD300LF,prot
CD300LG,prot
CD302,prot
CD33,prot
CD34,prot
CD36,prot
CD38,prot
CD3D,prot
CD3E,prot
CD3G,prot
CD4.y,prot
CD40,prot
CD40LG,prot
CD46,prot
CD48,prot
CD5,prot
CD55,prot
CD58,prot
CD59,prot
CD5L,prot
CD6,prot
CD63,prot
CD69,prot
CD7,prot
CD70,prot
CD72,prot
CD74,prot
CD79B,prot
CD80,prot
CD82,prot
CD83,prot
CD84,prot
CD86,prot
CD8A,prot
CD93,prot
CD99,prot
CD99L2,prot
CDA,prot
CDAN1,prot
CDC123,prot
CDC25A,prot
CDC26,prot
CDC27,prot
CDC37,prot
CDC42BPB,prot
CDCP1,prot
CDH1,prot
CDH15,prot
CDH17,prot
CDH2,prot
CDH22,prot
CDH23,prot
CDH3,prot
CDH4,prot
CDH5,prot
CDH6,prot
CDHR1,prot
CDHR2,prot
CDHR5,prot
CDK1,prot
CDK5RAP3,prot
CDKL5,prot
CDKN1A,prot
CDKN2D,prot
CDNF,prot
CDON,prot
CDSN,prot
CEACAM1,prot
CEACAM16,prot
CEACAM18,prot
CEACAM19,prot
CEACAM20,prot
CEACAM21,prot
CEACAM3,prot
CEACAM5,prot
CEACAM6,prot
CEACAM8,prot
CEBPA,prot
CEBPB,prot
CELA2A,prot
CELA3A,prot
CELSR2,prot
CEMIP2,prot
CEND1,prot
CENPF,prot
CENPJ,prot
CEP112,prot
CEP152,prot
CEP164,prot
CEP170,prot
CEP20,prot
CEP290,prot
CEP350,prot
CEP43,prot
CEP85,prot
CERT,prot
CES1,prot
CES2,prot
CES3,prot
CETN2,prot
CETN3,prot
CFB,prot
CFC1,prot
CFD,prot
CFH,prot
CFHR2,prot
CFHR4,prot
CFHR5,prot
CFI,prot
CFP,prot
CGA,prot
CGB3_CGB5_CGB8,prot
CGN,prot
CGREF1,prot
CHAC2,prot
CHAD,prot
CHCHD10,prot
CHCHD6,prot
CHEK2,prot
CHGA,prot
CHGB,prot
CHI3L1,prot
CHIT1,prot
CHL1,prot
CHM,prot
CHMP1A,prot
CHMP6,prot
CHP1,prot
CHRDL1,prot
CHRDL2,prot
CHRM1,prot
CIAPIN1,prot
CILP,prot
CINP,prot
CIRBP,prot
CIT,prot
CKAP4,prot
CKB,prot
CKMT1A_CKMT1B,prot
CLASP1,prot
CLC,prot
CLEC10A,prot
CLEC11A,prot
CLEC12A,prot
CLEC14A,prot
CLEC1A,prot
CLEC1B,prot
CLEC2L,prot
CLEC3B,prot
CLEC4A,prot
CLEC4C,prot
CLEC4D,prot
CLEC4G,prot
CLEC4M,prot
CLEC5A,prot
CLEC6A,prot
CLEC7A,prot
CLGN,prot
CLIC5,prot
CLINT1,prot
CLIP2,prot
CLMP,prot
CLNS1A,prot
CLPP,prot
CLPS,prot
CLSPN,prot
CLSTN1,prot
CLSTN2,prot
CLSTN3,prot
CLTA,prot
CLU,prot
CLUL1,prot
CMC1,prot
CMIP,prot
CNDP1,prot
CNGB3,prot
CNP,prot
CNPY2,prot
CNPY4,prot
CNST,prot
CNTF,prot
CNTN1,prot
CNTN2,prot
CNTN3,prot
CNTN4,prot
CNTN5,prot
CNTNAP2,prot
CNTNAP4,prot
COCH,prot
COL15A1,prot
COL18A1,prot
COL1A1,prot
COL24A1,prot
COL28A1,prot
COL2A1,prot
COL3A1,prot
COL4A1,prot
COL4A4,prot
COL5A1,prot
COL6A3,prot
COL9A1,prot
COL9A2,prot
COLEC12,prot
COMMD1,prot
COMMD9,prot
COMP,prot
COMT,prot
COPB2,prot
COPE,prot
COQ7,prot
CORO1A,prot
CORO6,prot
COX5B,prot
COX6B1,prot
CPA1,prot
CPA2,prot
CPA4,prot
CPB1,prot
CPB2,prot
CPE,prot
CPLX2,prot
CPM,prot
CPOX,prot
CPPED1,prot
CPQ,prot
CPTP,prot
CPVL,prot
CPXM1,prot
CPXM2,prot
CR1,prot
CR2,prot
CRACR2A,prot
CRADD,prot
CREB3,prot
CREBZF,prot
CREG1,prot
CRELD1,prot
CRELD2,prot
CRH,prot
CRHBP,prot
CRHR1,prot
CRIM1,prot
CRIP2,prot
CRISP2,prot
CRISP3,prot
CRKL,prot
CRLF1,prot
CRNN,prot
CRTAC1,prot
CRTAM,prot
CRTAP,prot
CRX,prot
CRYBB1,prot
CRYBB2,prot
CRYGD,prot
CRYM,prot
CRYZL1,prot
CSDE1,prot
CSF1,prot
CSF1R,prot
CSF2,prot
CSF2RA,prot
CSF2RB,prot
CSF3,prot
CSF3R,prot
CSH1,prot
CSNK1D,prot
CSNK2A1,prot
CSPG4,prot
CSPG5,prot
CSRP3,prot
CST1,prot
CST3,prot
CST5,prot
CST6,prot
CST7,prot
CSTB,prot
CTAG1A_CTAG1B,prot
CTBS,prot
CTF1,prot
CTHRC1,prot
CTLA4,prot
CTNNA1,prot
CTRB1,prot
CTRC,prot
CTRL,prot
CTSB,prot
CTSC,prot
CTSD,prot
CTSE,prot
CTSF,prot
CTSH,prot
CTSL,prot
CTSO,prot
CTSS,prot
CTSV,prot
CTSZ,prot
CUZD1,prot
CWC15,prot
CX3CL1,prot
CXADR,prot
CXCL1,prot
CXCL10,prot
CXCL11,prot
CXCL12,prot
CXCL13,prot
CXCL14,prot
CXCL16,prot
CXCL17,prot
CXCL3,prot
CXCL5,prot
CXCL6,prot
CXCL8,prot
CXCL9,prot
CYB5A,prot
CYB5R2,prot
CYP24A1,prot
CYTH3,prot
CYTL1,prot
DAAM1,prot
DAB2,prot
DAG1,prot
DAND5,prot
DAPK2,prot
DAPP1,prot
DARS1,prot
DBH,prot
DBI,prot
DBN1,prot
DBNL,prot
DCBLD2,prot
DCC,prot
DCDC2C,prot
DCLRE1C,prot
DCN,prot
DCTD,prot
DCTN1,prot
DCTN2,prot
DCTN6,prot
DCTPP1,prot
DCUN1D1,prot
DCUN1D2,prot
DCXR,prot
DDA1,prot
DDAH1,prot
DDC,prot
DDHD2,prot
DDI2,prot
DDR1,prot
DDT,prot
DDX1,prot
DDX25,prot
DDX39A,prot
DDX4,prot
DDX53,prot
DDX58,prot
DECR1,prot
DEFA1_DEFA1B,prot
DEFB103A_DEFB103B,prot
DEFB104A_DEFB104B,prot
DEFB116,prot
DEFB118,prot
DEFB4A_DEFB4B,prot
DENND2B,prot
DENR,prot
DFFA,prot
DGCR6,prot
DGKA,prot
DGKZ,prot
DHODH,prot
DHPS,prot
DHRS4L2,prot
DIABLO,prot
DIPK1C,prot
DIPK2B,prot
DKK1,prot
DKK3,prot
DKK4,prot
DKKL1,prot
DLG4,prot
DLGAP5,prot
DLK1,prot
DLL1,prot
DLL4,prot
DMD,prot
DMP1,prot
DNAJA1,prot
DNAJA2,prot
DNAJA4,prot
DNAJB1,prot
DNAJB14,prot
DNAJB2,prot
DNAJB6,prot
DNAJB8,prot
DNAJC21,prot
DNAJC6,prot
DNAJC9,prot
DNER,prot
DNLZ,prot
DNM1,prot
DNM3,prot
DNMBP,prot
DNPEP,prot
DNPH1,prot
DOC2B,prot
DOCK9,prot
DOK1,prot
DOK2,prot
DPEP1,prot
DPEP2,prot
DPP10,prot
DPP4,prot
DPP6,prot
DPP7,prot
DPT,prot
DPY30,prot
DRAXIN,prot
DRG2,prot
DSC2,prot
DSCAM,prot
DSG2,prot
DSG3,prot
DSG4,prot
DTD1,prot
DTNB,prot
DTX2,prot
DTX3,prot
DTYMK,prot
DUOX2,prot
DUSP13,prot
DUSP29,prot
DUSP3,prot
DUT,prot
DXO,prot
DYNC1H1,prot
DYNLT1,prot
DYNLT3,prot
EBAG9,prot
EBI3_IL27,prot
ECE1,prot
ECHDC3,prot
ECHS1,prot
ECI2,prot
ECM1,prot
ECSCR,prot
EDA2R,prot
EDAR,prot
EDDM3B,prot
EDEM2,prot
EDF1,prot
EDIL3,prot
EDN1,prot
EDNRB,prot
EEF1D,prot
EFCAB14,prot
EFCAB2,prot
EFEMP1,prot
EFHD1,prot
EFNA1,prot
EFNA4,prot
EFNB2,prot
EGF,prot
EGFL7,prot
EGFLAM,prot
EGFR,prot
EGLN1,prot
EHBP1,prot
EHD3,prot
EIF1AX,prot
EIF2AK2,prot
EIF2AK3,prot
EIF2S2,prot
EIF4B,prot
EIF4E,prot
EIF4EBP1,prot
EIF4G1,prot
EIF4G3,prot
EIF5,prot
EIF5A,prot
ELAC1,prot
ELAVL4,prot
ELN,prot
ELOA,prot
ELOB,prot
ENAH,prot
ENDOU,prot
ENG,prot
ENO1,prot
ENO2,prot
ENO3,prot
ENOPH1,prot
ENOX2,prot
ENPEP,prot
ENPP2,prot
ENPP5,prot
ENPP6,prot
ENPP7,prot
ENSA,prot
ENTPD2,prot
ENTPD5,prot
ENTPD6,prot
ENTR1,prot
EP300,prot
EPB41L5,prot
EPCAM,prot
EPGN,prot
EPHA1,prot
EPHA10,prot
EPHA2,prot
EPHA4,prot
EPHB4,prot
EPHB6,prot
EPHX2,prot
EPN1,prot
EPO,prot
EPPK1,prot
EPS8L2,prot
ERBB2,prot
ERBB3,prot
ERBB4,prot
ERBIN,prot
ERC2,prot
ERCC1,prot
EREG,prot
ERI1,prot
ERMAP,prot
ERN1,prot
ERP29,prot
ERP44,prot
ERVV.1,prot
ESAM,prot
ESM1,prot
ESPL1,prot
ESR1,prot
ESYT2,prot
EVI2B,prot
EVI5,prot
EVPL,prot
EXOSC10,prot
EXTL1,prot
EZR,prot
F10,prot
F11,prot
F11R,prot
F12,prot
F13B,prot
F2,prot
F2R,prot
F3,prot
F7,prot
F9,prot
FABP1,prot
FABP2,prot
FABP3,prot
FABP4,prot
FABP5,prot
FABP6,prot
FABP9,prot
FADD,prot
FAM13A,prot
FAM171A2,prot
FAM171B,prot
FAM172A,prot
FAM20A,prot
FAM3B,prot
FAM3C,prot
FAM3D,prot
FAP,prot
FARSA,prot
FAS,prot
FASLG,prot
FBLN2,prot
FBN2,prot
FBP1,prot
FCAMR,prot
FCAR,prot
FCER1A,prot
FCER2,prot
FCGR2A,prot
FCGR2B,prot
FCGR3B,prot
FCN1,prot
FCN2,prot
FCRL1,prot
FCRL2,prot
FCRL3,prot
FCRL5,prot
FCRL6,prot
FCRLB,prot
FDX1,prot
FDX2,prot
FEN1,prot
FES,prot
FETUB,prot
FGA,prot
FGD3,prot
FGF12,prot
FGF16,prot
FGF19,prot
FGF2,prot
FGF20,prot
FGF21,prot
FGF23,prot
FGF3,prot
FGF5,prot
FGF6,prot
FGF7,prot
FGF9,prot
FGFBP1,prot
FGFBP2,prot
FGFBP3,prot
FGFR2,prot
FGFR4,prot
FGL1,prot
FGR,prot
FH,prot
FHIP2A,prot
FHIT,prot
FIS1,prot
FKBP14,prot
FKBP1B,prot
FKBP4,prot
FKBP5,prot
FKBP7,prot
FKBPL,prot
FLI1,prot
FLRT2,prot
FLT1,prot
FLT3,prot
FLT3LG,prot
FLT4,prot
FMNL1,prot
FMR1,prot
FN1,prot
FNDC1,prot
FNTA,prot
FOLH1,prot
FOLR1,prot
FOLR2,prot
FOLR3,prot
FOS,prot
FOSB,prot
FOXJ3,prot
FOXO1,prot
FOXO3,prot
FRMD4B,prot
FRMD7,prot
FRZB,prot
FSHB,prot
FST,prot
FSTL1,prot
FSTL3,prot
FTCD,prot
FUCA1,prot
FUOM,prot
FURIN,prot
FUS,prot
FUT1,prot
FUT3_FUT5,prot
FUT8,prot
FXN,prot
FXYD5,prot
FYB1,prot
FZD10,prot
FZD8,prot
GABARAP,prot
GABARAPL1,prot
GABRA4,prot
GAD1,prot
GAD2,prot
GADD45B,prot
GADD45GIP1,prot
GAGE2A,prot
GAL,prot
GALNT10,prot
GALNT2,prot
GALNT3,prot
GALNT5,prot
GALNT7,prot
GAMT,prot
GAPDH,prot
GART,prot
GAS2,prot
GAS6,prot
GASK1A,prot
GAST,prot
GATA3,prot
GATD3,prot
GBA,prot
GBP1,prot
GBP2,prot
GBP4,prot
GBP6,prot
GC,prot
GCC1,prot
GCG,prot
GCHFR,prot
GCLM,prot
GCNT1,prot
GDF15,prot
GDF2,prot
GDNF,prot
GET3,prot
GFAP,prot
GFER,prot
GFOD2,prot
GFRA1,prot
GFRA2,prot
GFRA3,prot
GFRAL,prot
GGA1,prot
GGACT,prot
GGCT,prot
GGH,prot
GGT1,prot
GGT5,prot
GH1,prot
GH2,prot
GHR,prot
GHRHR,prot
GHRL,prot
GID8,prot
GIGYF2,prot
GIMAP7,prot
GIMAP8,prot
GIP,prot
GIPC2,prot
GIPC3,prot
GIPR,prot
GIT1,prot
GJA8,prot
GKN1,prot
GLA,prot
GLB1,prot
GLI2,prot
GLIPR1,prot
GLO1,prot
GLOD4,prot
GLP1R,prot
GLRX,prot
GLRX5,prot
GLT8D2,prot
GLYR1,prot
GM2A,prot
GMFG,prot
GMPR,prot
GMPR2,prot
GNAS,prot
GNE,prot
GNGT1,prot
GNLY,prot
GNPDA1,prot
GNPDA2,prot
GOLGA3,prot
GOLM2,prot
GOPC,prot
GORASP2,prot
GOT1,prot
GP1BA,prot
GP1BB,prot
GP2,prot
GP5,prot
GP6,prot
GPA33,prot
GPC1,prot
GPC5,prot
GPD1,prot
GPHA2,prot
GPI,prot
GPIHBP1,prot
GPKOW,prot
GPNMB,prot
GPR101,prot
GPR158,prot
GPR15L,prot
GPR37,prot
GPRC5C,prot
GRAP2,prot
GRHPR,prot
GRIK2,prot
GRIN2B,prot
GRK5,prot
GRN,prot
GRP,prot
GRPEL1,prot
GRSF1,prot
GSAP,prot
GSN,prot
GSR,prot
GSTA1,prot
GSTA3,prot
GSTM4,prot
GSTP1,prot
GSTT2B,prot
GTF2IRD1,prot
GTPBP2,prot
GUCA2A,prot
GUCY2C,prot
GUK1,prot
GUSB,prot
GYS1,prot
GZMA,prot
GZMB,prot
GZMH,prot
H2AP,prot
HADH,prot
HAGH,prot
HAO1,prot
HARS1,prot
HAVCR1,prot
HAVCR2,prot
HBEGF,prot
HBQ1,prot
HBZ,prot
HCG22,prot
HCLS1,prot
HDAC8,prot
HDAC9,prot
HDDC2,prot
HDGF,prot
HDGFL2,prot
HEBP1,prot
HEG1,prot
HEPACAM2,prot
HEPH,prot
HEXIM1,prot
HGF,prot
HGFAC,prot
HGS,prot
HHEX,prot
HIF1A,prot
HIP1,prot
HIP1R,prot
HJV,prot
HK2,prot
HLA.A,prot
HLA.DRA,prot
HLA.E,prot
HMBS,prot
HMCN2,prot
HMGCL,prot
HMGCS1,prot
HMMR,prot
HMOX1,prot
HMOX2,prot
HNF1A,prot
HNMT,prot
HNRNPK,prot
HNRNPUL1,prot
HPCAL1,prot
HPGDS,prot
HPSE,prot
HRAS,prot
HRC,prot
HRG,prot
HS1BP3,prot
HS3ST3B1,prot
HS6ST1,prot
HS6ST2,prot
HSBP1,prot
HSD11B1,prot
HSD17B14,prot
HSD17B3,prot
HSDL2,prot
HSP90B1,prot
HSPA1A,prot
HSPA2,prot
HSPB1,prot
HSPB6,prot
HSPG2,prot
HTR1A,prot
HTR1B,prot
HTRA2,prot
HYAL1,prot
HYOU1,prot
ICA1,prot
ICAM1,prot
ICAM2,prot
ICAM3,prot
ICAM4,prot
ICAM5,prot
ICOSLG,prot
ID4,prot
IDI2,prot
IDO1,prot
IDS,prot
IDUA,prot
IFI30,prot
IFIT1,prot
IFIT3,prot
IFNAR1,prot
IFNG,prot
IFNGR1,prot
IFNGR2,prot
IFNL1,prot
IFNL2,prot
IFNLR1,prot
IFNW1,prot
IFT20,prot
IGBP1,prot
IGDCC3,prot
IGDCC4,prot
IGF1R,prot
IGF2BP3,prot
IGF2R,prot
IGFBP1,prot
IGFBP2,prot
IGFBP3,prot
IGFBP4,prot
IGFBP6,prot
IGFBP7,prot
IGFBPL1,prot
IGFL4,prot
IGHMBP2,prot
IGLC2,prot
IGLON5,prot
IGSF21,prot
IGSF3,prot
IGSF8,prot
IGSF9,prot
IKBKG,prot
IKZF2,prot
IL10,prot
IL10RA,prot
IL10RB,prot
IL11,prot
IL12A_IL12B,prot
IL12B,prot
IL12RB1,prot
IL12RB2,prot
IL13,prot
IL13RA1,prot
IL13RA2,prot
IL15,prot
IL15RA,prot
IL16,prot
IL17A,prot
IL17C,prot
IL17D,prot
IL17F,prot
IL17RA,prot
IL17RB,prot
IL18,prot
IL18BP,prot
IL18R1,prot
IL18RAP,prot
IL19,prot
IL1A,prot
IL1B,prot
IL1R1,prot
IL1R2,prot
IL1RAP,prot
IL1RL1,prot
IL1RL2,prot
IL1RN,prot
IL2,prot
IL20,prot
IL20RA,prot
IL20RB,prot
IL21R,prot
IL22,prot
IL22RA1,prot
IL24,prot
IL25,prot
IL2RA,prot
IL2RB,prot
IL2RG,prot
IL3,prot
IL31,prot
IL31RA,prot
IL32,prot
IL33,prot
IL34,prot
IL36A,prot
IL36G,prot
IL3RA,prot
IL4,prot
IL4R,prot
IL5,prot
IL5RA,prot
IL6,prot
IL6R,prot
