Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio Adj. P-Value: (Both) / (Control),Abundance Ratio Adj. P-Value: (Spermidine) / (Control),Abundance Ratio Adj. P-Value: (Spermine) / (Control),"Abundance: F21: 128C, Sample, Both","Abundance: F21: 131C, Sample, Both","Abundance: F21: 132C, Sample, Both","Abundance: F21: 134N, Sample, Both","Abundance: F21: 126, Sample, Control","Abundance: F21: 130N, Sample, Control","Abundance: F21: 130C, Sample, Control","Abundance: F21: 131N, Sample, Control","Abundance: F21: 127C, Sample, Spermidine","Abundance: F21: 129N, Sample, Spermidine","Abundance: F21: 132N, Sample, Spermidine","Abundance: F21: 133N, Sample, Spermidine","Abundance: F21: 127N, Sample, Spermine","Abundance: F21: 128N, Sample, Spermine","Abundance: F21: 129C, Sample, Spermine","Abundance: F21: 133C, Sample, Spermine","Abundances (Normalized): F21: 128C, Sample, Both","Abundances (Normalized): F21: 131C, Sample, Both","Abundances (Normalized): F21: 132C, Sample, Both","Abundances (Normalized): F21: 134N, Sample, Both","Abundances (Normalized): F21: 126, Sample, Control","Abundances (Normalized): F21: 130N, Sample, Control","Abundances (Normalized): F21: 130C, Sample, Control","Abundances (Normalized): F21: 131N, Sample, Control","Abundances (Normalized): F21: 127C, Sample, Spermidine","Abundances (Normalized): F21: 129N, Sample, Spermidine","Abundances (Normalized): F21: 132N, Sample, Spermidine","Abundances (Normalized): F21: 133N, Sample, Spermidine","Abundances (Normalized): F21: 127N, Sample, Spermine","Abundances (Normalized): F21: 128N, Sample, Spermine","Abundances (Normalized): F21: 129C, Sample, Spermine","Abundances (Normalized): F21: 133C, Sample, Spermine","Found in Sample: [S300] F21: 128C, Sample, Both","Found in Sample: [S306] F21: 131C, Sample, Both","Found in Sample: [S308] F21: 132C, Sample, Both","Found in Sample: [S311] F21: 134N, Sample, Both","Found in Sample: [S296] F21: 126, Sample, Control","Found in Sample: [S303] F21: 130N, Sample, Control","Found in Sample: [S304] F21: 130C, Sample, Control","Found in Sample: [S305] F21: 131N, Sample, Control","Found in Sample: [S298] F21: 127C, Sample, Spermidine","Found in Sample: [S301] F21: 129N, Sample, Spermidine","Found in Sample: [S307] F21: 132N, Sample, Spermidine","Found in Sample: [S309] F21: 133N, Sample, Spermidine","Found in Sample: [S297] F21: 127N, Sample, Spermine","Found in Sample: [S299] F21: 128N, Sample, Spermine","Found in Sample: [S302] F21: 129C, Sample, Spermine","Found in Sample: [S310] F21: 133C, Sample, Spermine",# Protein Groups,Modifications
0,High,Master Protein,P56378,"ATP synthase subunit ATP5MJ, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MJ PE=1 SV=1",0.001,0,5.429,33,2,3,2,58,6.7,10.08,31,2,0,0,0.4183470983,1,1,447871.234628905,381924.680929688,376668.134545313,336236.122973437,297585.011625,310807.149726562,266252.668945313,357242.87630625,397780.265360157,481672.78190625,409777.069349999,325498.939462703,413573.011089369,345860.56333125,348298.804682812,248268.547415625,527998.368934271,567150.673546929,491320.567541075,450237.719912089,496662.296477226,375095.70967606,394275.877662088,427806.335918506,414090.398878518,481672.78190625,480020.281237837,447822.540119537,469619.986224607,484788.274593223,487744.779137562,417451.879245851,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q14166,Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,0.001,0,5.41,4,1,1,1,644,74.4,5.53,47,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P32320,Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2,0.001,0,5.41,14,1,1,1,146,16.2,6.92,32,1,0,0,0.7406953106,1,1,18080.1399861328,19533.8195830078,16101.9277208449,18214.4417167968,12479.9550820312,15573.274096875,12810.5514474609,16717.3153640625,19259.1899414062,18666.5956640625,22168.6138523437,16337.8022671874,19798.4472597656,17279.934271875,20624.079280664,18876.7850519531,21314.7969431242,29007.3396316763,21003.1259370022,24390.0882377534,20828.7477824489,18794.5106941274,18970.294026688,20019.3591156813,20048.8720517427,18666.5956640625,25968.7158018254,22477.6035317958,22481.5118010459,24221.060186973,28881.1987248243,31740.4257449725,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P48723,Heat shock 70 kDa protein 13 OS=Homo sapiens OX=9606 GN=HSPA13 PE=1 SV=1,0.001,0,5.399,5,2,3,2,471,51.9,5.76,26,2,0,0,0.9999999999,1,1,73082.8447722657,54660.1148800783,52774.6019625001,38589.6780585938,57297.0743812499,83492.4679488284,48334.5488613281,54015.425951953,62893.72464375,88375.4386710938,67805.2252758493,50985.6764871094,73460.6509312499,79891.0773986566,52266.5314101562,46200.9754271484,86157.850411638,81169.2004164981,68838.441614579,51673.5932700944,95627.4524319064,100762.374821247,71575.4202547186,64684.6809053589,65472.5480187051,88375.4386710938,79428.2690291492,70146.2658890984,83415.9603101602,111982.2890313,73192.1197437032,77684.7660157563,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3",0.001,0,5.366,6,1,1,1,395,42.8,9.67,51,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q96NB2,Sideroflexin-2 OS=Homo sapiens OX=9606 GN=SFXN2 PE=1 SV=2,0.001,0,5.336,4,1,2,1,322,36.2,9.41,26,1,0,0,0.7932835239,1,1,207478.677998302,165566.043946876,168156.216576563,165085.459378125,142097.948282813,142371.433978125,134470.082175,159589.155825001,166908.645182812,189151.62729375,201871.524318751,168471.306325781,179035.226880469,184856.248603125,151012.049615626,127517.30330625,244597.989559458,245862.333673738,219340.581766197,221058.047433288,237158.09117355,171820.095234634,199127.805474623,191111.584118176,173752.379086594,189151.62729375,236475.960041169,231783.392168972,203297.890642957,259110.61077598,211471.695557383,214414.3446912,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UHD2,Serine/threonine-protein kinase TBK1 OS=Homo sapiens OX=9606 GN=TBK1 PE=1 SV=1,0.001,0,5.335,5,2,2,2,729,83.6,6.79,43,2,0,0,0.9999999999,1,1,41682.4915546877,41589.603644531,40148.3797558592,39736.6015019529,35315.6143828126,39393.9203624999,36440.9806406251,49669.5558046877,47231.9259843752,53893.0716070311,49529.9608804686,40662.6062090927,43332.0421875002,44549.6981015625,45676.0236796877,32324.5929316405,49139.7657459005,61759.7471368656,52368.9766093828,53209.3836292181,58940.9192522596,47542.3121002652,53963.0257298969,59480.404186667,49168.5706251973,53893.0716070311,58020.2933005862,55943.7509396953,49204.3545142761,62444.7351507394,63963.0161861153,54352.2818562286,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y3B8,"Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3",0.001,0,5.321,7,1,1,1,237,26.8,6.87,0,1,0,0,0.7630261807,1,1,186723.642909375,86363.6558812502,145870.321214063,129819.441641737,55324.9673057539,112470.966196874,90085.9680703123,137920.937859375,143698.192017187,114651.39324375,161907.187921874,131105.221603126,136391.5042875,94883.9116499999,70976.823328125,81624.1869609377,220129.74103886,128248.338085393,190271.17622468,173835.008826978,92336.0526948487,135734.898378894,133402.321436472,165163.408385173,149590.230668289,114651.39324375,189661.012520699,180375.006622638,154875.13606348,132997.550725099,99393.3213454133,137247.229234055,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q13148,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,0.001,0,5.313,9,2,2,2,414,44.7,6.19,14,2,0,0,0.9999999999,1,1,136165.8007875,113170.869732422,101349.009400436,107394.094035938,81737.5753669918,141492.756410156,87510.3623625,106705.206609375,129659.136318164,143936.387705859,145167.797259375,96715.1622937499,135291.507810937,111454.550382097,96663.9315726562,86172.2729742188,160526.76564504,168056.525800833,132198.209117043,143806.297798006,136418.066449554,170759.668580281,129588.278163284,127781.871915763,134975.533357896,143936.387705859,170052.187101774,133061.046889903,153626.069232911,156224.400535516,135364.598791574,144894.621837668,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9H270,Vacuolar protein sorting-associated protein 11 homolog OS=Homo sapiens OX=9606 GN=VPS11 PE=1 SV=1,0.001,0,5.309,1,1,1,1,941,107.8,7.05,30,1,0,0,0.9999999999,1,1,38284.356928125,38567.9707359375,25304.7771796874,28620.5755687499,32543.0148096518,32915.2093101562,36473.7822796875,37316.9441003906,43443.1407867189,55092.123384375,44441.1369187499,30365.7326156249,49048.707339844,42252.8573414062,39685.0041328125,27922.5127499999,45133.6822970922,57272.6814276037,33007.1921279787,38324.4446571959,54313.516602851,39723.519250413,54011.5994966174,44687.8753422032,45224.4343510108,55092.123384375,52059.1527390883,41777.2774773603,55695.7360554044,59225.2831889235,55573.4137343913,46950.391187652,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q13496,Myotubularin OS=Homo sapiens OX=9606 GN=MTM1 PE=1 SV=2,0.001,0,5.309,4,2,2,2,603,69.9,8.18,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q99969,Retinoic acid receptor responder protein 2 OS=Homo sapiens OX=9606 GN=RARRES2 PE=1 SV=1,0.001,0,5.296,7,1,1,1,163,18.6,9.09,27,1,0,0,0.9999999999,1,1,35807.1947578124,25672.5048937501,50028.4710750003,28141.0149796876,24924.7535625001,29579.8565390625,33798.3983837927,30464.7524414062,72437.5650410153,39869.9780273437,38996.5313203124,32260.7668195312,52809.3216105466,28829.0610351562,24217.42640625,25507.9375546876,42213.3393851514,38123.1671299287,65256.4274688452,37682.2879957709,41598.8200342555,35698.2691369775,50049.8013376904,36482.2225466847,75407.7132872945,39869.9780273437,45681.2431241439,44384.4719346066,59965.9847772723,40409.3216721865,33913.1892931801,42890.3966238778,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O43464,"Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2",0.001,0,5.29,3,1,3,1,458,48.8,10.07,43,1,0,0,0.9999999999,1,1,213481.768772948,168881.4892875,209188.78674375,192266.2434,147508.96545,177004.294371094,174908.296036617,205873.173128906,203890.468830468,190486.518610881,225382.55416875,203590.861211718,214818.049617187,182446.981432031,175757.029052344,155256.94119375,251675.073088172,250785.705092066,272862.883796198,257454.536053277,246188.949945159,213616.551199824,259010.068155907,246537.730215483,212250.563735466,190486.518610881,264017.206257531,280100.994379439,243929.963505816,255733.572169268,246123.650625436,261057.24040344,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O00182,Galectin-9 OS=Homo sapiens OX=9606 GN=LGALS9 PE=1 SV=2,0.001,0,5.286,3,1,1,1,355,39.5,9.17,56,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q4KMP7,TBC1 domain family member 10B OS=Homo sapiens OX=9606 GN=TBC1D10B PE=1 SV=3,0.001,0,5.283,1,1,1,1,808,87.1,9.19,33,1,0,0,0.9999999999,1,1,42828.880565625,37209.7691367187,24245.2794374999,33337.2592265624,30033.4509031545,32751.496903125,40072.0590703124,35390.5681851562,43994.4785929687,50157.886865625,42265.9787085939,32495.4092460936,43255.0755914062,35041.811371875,40080.503203125,27781.0493554687,50491.2513541259,55255.7786447451,31625.1983136402,44640.3302820365,50125.1142160803,39525.9439322385,59340.0483918515,42380.9970905804,45798.3785910551,50157.886865625,49511.1330135528,44707.2937774564,49116.957486839,49117.6533975695,56127.2560218329,46712.527146853,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P49902,Cytosolic purine 5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1,0.001,0,5.274,5,2,2,2,561,64.9,6.14,15,2,0,0,0.9999999999,1,1,257621.478159374,196410.478120313,179951.918901562,193085.424623438,173573.026326563,255519.807262499,170244.867632812,238649.813253876,206962.780560938,254250.037103905,255522.0954,188021.351256128,239383.273129687,243957.20623828,206524.659670312,137377.433015625,303711.669232991,291665.714523743,234726.728427794,258551.46247205,289689.246750391,308372.518218252,252104.3070452,285788.489980284,215448.849072215,254250.037103905,299323.210766648,258680.410004454,271824.240013748,341951.658054658,289209.503917449,230993.688791101,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9NWV8,BRISC and BRCA1-A complex member 1 OS=Homo sapiens OX=9606 GN=BABAM1 PE=1 SV=1,0.001,0,5.274,9,2,2,2,329,36.5,4.64,19,2,0,0,0.7948284795,1,1,210603.427972265,183613.253078996,187502.663492361,179253.461707031,153803.242209375,177255.754951172,138995.854722656,201133.8041625,222195.36054375,225912.850221094,219396.061139062,187264.735143749,226585.950370313,200389.776675,187813.341542578,151391.646346875,248281.778028138,272662.085891922,244575.812482082,240029.742109829,256693.947938519,213920.024864516,205829.721178959,240862.229858281,231306.008590475,225912.850221094,257004.519890533,257639.455001959,257292.637668278,280883.75599895,263006.865249494,254557.929014768,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P04920,Anion exchange protein 2 OS=Homo sapiens OX=9606 GN=SLC4A2 PE=1 SV=4,0.001,0,5.247,1,1,1,1,1241,136.9,6.29,42,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q99598,Translin-associated protein X OS=Homo sapiens OX=9606 GN=TSNAX PE=1 SV=1,0.001,0,5.225,7,1,1,1,290,33.1,6.55,38,1,0,0,0.5314049576,0.3113265346,1,40923.1870007813,28711.2059065495,30155.1222714844,41334.5822355469,34393.5256113282,42399.7968410157,36572.5533808596,47067.2300871092,41345.0755265625,39170.65123125,38351.758680469,30641.8690488283,38824.5933281251,35674.70115,30048.8006156251,22947.3125578125,48244.6165713411,42635.5786397631,39333.9134104902,55349.1632447879,57401.9750551021,51169.9357630393,54157.8630542995,56364.0609257047,43040.3423884175,39170.65123125,44925.9447752073,42157.1869146715,44086.0609736213,50004.7668070595,42079.2303119264,38584.8261917122,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q86WG3,Caytaxin OS=Homo sapiens OX=9606 GN=ATCAY PE=1 SV=2,0.001,0,5.223,3,1,2,1,371,42.1,4.65,0,1,0,0,0.2714536162,0.4646037751,1,71328.4751953124,59518.8106734377,58334.3567296877,45409.9276640625,90100.3079365522,85360.5908203126,77108.2238695312,80294.873175,67186.8217968749,82372.8842578125,73000.7697890624,59780.1579374999,76054.7816015625,82372.8842578125,79613.2418554687,46272.1414804687,84089.6124818081,88384.2685421183,76090.5068069299,60806.263503269,150375.267923318,103016.90749483,114184.442775928,96154.9068275624,69941.6744871892,82372.8842578125,85514.4239776735,82245.743167424,86361.6448132377,115461.005579771,111487.442802405,77804.4283854214,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q8N0X4,"Citramalyl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=CLYBL PE=1 SV=2",0.001,0,5.213,5,1,1,1,340,37.3,8.73,23,1,0,0,0.1966455414,0.7857880387,1,37770.8574374998,37141.3431468749,32262.6073945311,36858.9929296875,20956.2879667969,29841.7263375,22347.7573171874,33521.6359757811,40871.2696992186,36430.159425,37928.2360101561,32808.7953750843,41912.5759335936,27710.17445625,29429.7930867186,26018.11265625,44528.3143418957,55154.167389527,42082.8870872512,49356.1155421404,34975.5454765417,36014.3051032481,33093.3081907367,40142.9089617427,42547.1091611276,36430.159425,44429.8226480306,45138.4514720237,47592.5237015012,38840.9928380778,41212.3950359744,43748.2320488989,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q71UM5,40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3,0.001,0,5.209,25,2,3,2,84,9.5,9.45,72,2,0,0,0.8035908538,1,1,95930.0486718748,107624.717578125,72061.767421875,79080.7707421874,79466.606071875,122602.881038616,116373.723210937,119373.92775,97017.5129343752,143255.53935,129320.61553125,82204.4172468748,96042.4625531252,112388.61046875,118953.260353125,73465.5680859375,113092.570619105,159820.598438802,93996.3464402624,105893.279975352,132627.872786295,147962.537901615,172330.110483217,142952.948881613,100995.509651096,143255.53935,151488.511388958,113097.114851767,109058.035054975,157533.660467939,166577.751397867,123528.895531003,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O95352,Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1,0.001,0,5.206,3,1,1,1,703,77.9,6.24,59,1,0,0,0.351147227,0.4381829574,1,95226.6558375003,80824.3412109377,74868.8634375002,88906.7753320314,80581.0256109373,134368.900875001,98857.6111805299,108697.572379687,110242.752829687,104343.12075,100585.813246875,78629.618925,97883.6998218746,113460.1479,84775.2480093751,66786.4293164065,112263.336141527,120022.56425321,97657.8826336655,119050.813030557,134487.812453576,162162.287053055,146391.664602568,130167.774495038,114763.022372108,104343.12075,117828.043525934,108178.895248473,111148.794842488,159035.620614694,118716.125524232,112298.238002658,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P30536,Translocator protein OS=Homo sapiens OX=9606 GN=TSPO PE=1 SV=3,0.001,0,5.197,5,1,3,1,169,18.8,9.36,35,1,0,0,0.9999999999,1,1,414823.073259377,366603.082282276,316659.428662502,287437.363434262,298783.137159375,378849.698184375,254643.468646876,297584.923659376,388266.08478741,629553.398615625,427798.949118752,268478.474756249,299630.463103125,313461.231703126,349179.873487501,180081.627309375,489037.67230939,544398.399534308,413046.063467778,384893.633633791,498661.939456962,457212.443555588,377084.584689317,356364.603072363,404186.109572452,629553.398615625,501131.437625269,369373.592218845,340236.065173401,439374.550846614,488978.595342988,302798.781885564,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q16363,Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=4,0.001,0,5.197,1,1,2,1,1823,202.4,6.28,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O75323,Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1,0.001,0,5.173,7,2,2,2,286,33.7,9.36,0,2,0,0,0.9999999999,1,1,222430.72043672,183659.714854687,177316.125679687,199497.044535937,164520.9080625,196152.690396348,166302.912646467,202846.884925781,245982.553781251,298124.361717188,221857.985095313,159174.876609375,213967.015298437,178963.292732813,191687.277220313,131832.32473125,262225.051557002,272731.080719156,231288.637166753,267136.956216203,274581.476972395,236725.675949914,246266.927956748,242913.682394017,256068.545080309,298124.361717188,259888.462205168,218993.332771187,242963.597920221,250850.530814547,268431.781660708,221669.85015737,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P48739,Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2,0.001,0,5.173,5,1,1,1,271,31.5,6.87,44,1,0,0,0.3978107394,0.8081643596,1,164382.52648125,133109.97975,163429.4751375,147160.4776125,139096.0989,191774.8965,151489.922203125,188521.2388125,187737.066,209250.174375,192805.35553125,145981.197759375,198120.187456173,176368.962825,160671.129609375,115361.98245,193791.650708065,197665.713792739,213175.08733364,197055.561179726,232148.07605214,231442.362133578,224331.355137952,225758.400707912,195434.824987699,209250.174375,225855.685709984,200841.424854433,224969.224802436,247214.09216534,224997.914352516,193975.744686895,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q12792,Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3,0.001,0,5.171,8,3,3,1,350,40.3,6.96,25,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q13618,Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2,0.001,0,5.164,2,1,1,1,768,88.9,8.48,26,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,
0,High,Master Protein,P22352,Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2,0.001,0,5.161,13,2,2,2,226,25.5,8.13,44,2,0,0,0.9999999999,1,1,105605.35755,93496.0541625,94021.31289375,102425.45259375,73333.6965281249,97061.1519510853,88804.5052125003,96604.9009406253,107284.481957812,115539.05570625,115805.875040626,100248.29656875,102757.710567187,78653.3477812503,89404.5356531253,82465.6208062501,124498.856425378,138839.809889124,122640.065817293,137153.027547897,122392.192832344,117137.658207342,131504.688278628,115686.52993307,111683.453896743,115539.05570625,135657.09958874,137921.944956808,116683.326346473,110247.379448502,125198.808924255,138662.060648035,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P52630,Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1,0.001,0,5.153,2,1,1,1,851,97.9,5.49,0,1,0,0,0.8790588483,0.8797996192,1,29717.339991797,28620.5988234375,20825.5576804688,21988.9966570313,27217.1856759483,34802.660204297,27763.3493156251,26712.9875460938,30511.9212750001,29363.4733218749,32761.2950929687,21886.7475621093,28324.1756015624,28430.9098734376,22725.0246996094,18265.9919320313,35033.9692115635,42501.0288953214,27164.5617999481,29444.4143314085,45424.8346301051,42001.3778300477,41112.8983668726,31989.4001573717,31762.9976939029,29363.4733218749,38377.1744699814,30111.8612072835,32162.6377910689,39851.2383427147,31823.2850758722,30713.4058570487,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P34896,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",0.001,0,5.148,7,2,2,1,483,53,7.71,0,2,0,0,0.5967599995,1,1,52496.6301026805,43621.6853273437,51552.9008414061,54182.2719023439,38952.5890359376,38414.3920359376,33591.0304125001,45487.8536835937,58669.3316343749,45518.4234398439,59717.3873999998,46772.2499062502,62035.6047609374,44465.9743429689,43621.6853273437,45489.9288164064,61888.6254030751,64777.3486500859,67244.872015425,72552.8903475234,65010.9433223118,46360.1743240817,49742.723894282,54472.7223517624,61074.9427612197,45518.4234398439,69954.029248164,64349.4193704517,70442.6040193692,62327.3806420897,61086.1966493663,76489.1746008327,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P01034,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1,0.001,0,5.129,12,1,1,1,146,15.8,8.75,0,1,0,0,0.9999999999,0.9717216814,1,141418.1286375,110835.376317188,132214.789007813,106897.063453125,106941.596746875,123024.88275,104464.6477875,127400.008549712,122687.598721875,138402.993093749,137639.199585938,106754.306020313,129248.432878125,113798.01654375,116545.59345,87768.1152562503,166718.769782582,164588.36380541,172459.09386802,143140.74790303,178482.977819379,148471.828088649,154694.752372745,152564.360183114,127718.142694159,138402.993093749,161233.051423288,146872.934730999,146764.043204602,159509.206719061,163206.143611355,147577.955536394,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P28072,Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,0.001,0,5.124,8,2,3,2,239,25.3,4.92,52,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P40306,Proteasome subunit beta type-10 OS=Homo sapiens OX=9606 GN=PSMB10 PE=1 SV=1,0.001,0,5.117,11,2,2,2,273,28.9,7.81,42,2,0,0,0.568480656,0.4600476954,1,59580.0198984376,51499.1762999999,57578.9401687499,61158.8185312498,71739.2076328126,67477.7143734372,74745.33226875,61529.4780374998,61201.2449296876,70928.5951171876,65446.8698812498,53644.9753124999,78134.4694805161,68664.6928687499,62943.4376999998,59367.1060124999,70239.2806126786,76475.2685125215,75105.152168694,81894.8504536572,119731.028843846,81435.0673158269,110685.393683167,73682.9263675382,63710.6717746553,70928.5951171876,76665.6488035468,73804.9381934969,88723.16978435,96246.4111568373,88143.6648830978,99822.9950119974,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y224,"RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",0.001,0,5.114,7,1,1,1,244,28.1,6.65,36,1,0,0,0.3689728879,0.4717325243,1,50948.5119257812,51274.0800000002,50748.1920000002,51274.0800000002,53623.435903125,73180.5898570312,53109.963946875,64895.1665183531,57432.8679890625,60718.4492578128,63184.2750000002,56092.1625000002,64150.736203125,54025.0033640625,44772.9347226562,41282.208,60063.5386166964,76141.0049141413,66195.2212262969,68658.669585046,89496.2373111939,88317.5477497384,78647.0149978364,77713.4136139869,59787.7805546617,60718.4492578128,74015.2041777713,77171.7865901871,72844.3758277543,75726.147883107,62698.3637728232,69414.0900585684,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y5K5,Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3,0.001,0,5.107,5,1,1,1,329,37.6,5.33,0,1,0,0,0.9999999999,1,1,64220.6064549643,59263.9093921874,56773.8291656249,57022.8371882811,43296.024853125,61037.8884843748,48361.8305671873,61280.4017460934,62951.8888968748,76204.8789562497,62936.6288203122,49234.4425546876,53920.8162281249,55432.8701953128,54324.2480343748,38596.2435117187,75710.0988820738,88005.7451301272,74054.9768055287,76356.5555405783,72260.0342485851,73663.2027876999,71615.8199193093,73384.6519367295,65533.097173287,76204.8789562497,73725.1069573244,67736.9123309726,61228.1079647137,77699.5365961912,76073.6700875845,64897.7671699361,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q96BS2,Calcineurin B homologous protein 3 OS=Homo sapiens OX=9606 GN=TESC PE=1 SV=3,0.001,0,5.099,7,1,1,1,214,24.7,4.93,48,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
