"","Protein","logFC","P.Value","adj.P.Val","UniProt.ID","Protein.name","Gene.name","Explore.384.panel","Significance","LFC"
"519","GPKOW",0.160592534229464,0.0219495986730732,0.0555005855721393,"Q53GL0","Pleckstrin homology domain-containing family O member 1","PLEKHO1","Neurology_II",3.80127453449926e-06,0.411158388617263
"520","GPRC5C",0.513156794669797,4.21245686181716e-05,0.000189139960170377,"O60240","Perilipin-1","PLIN1","Neurology",0,0
"521","GRAP2",2.06379331737769,1.60609964895844e-19,7.82438212317585e-18,"Q9NRY6","Phospholipid scramblase 3","PLSCR3","Neurology_II",7.22130321734838e-07,0.311898355361696
"522","GRHPR",0.973830059893351,3.27071727978681e-13,3.62132826091547e-12,"Q6UX71","Plexin domain-containing protein 2","PLXDC2","Neurology_II",0,0
"523","GRK5",0.278632212690241,0.00378330934848206,0.0122194621277492,"P54277","PMS1 protein homolog 1","PMS1","Neurology_II",0,0
"524","GRPEL1",0.620053713286378,2.76205437102641e-06,1.44169373687682e-05,"Q15126","Phosphomevalonate kinase","PMVK","Neurology",5.32121083032612e-17,2.4935922799769
"525","GRSF1",0.404228846684052,2.55524612859743e-05,0.000118743790681881,"P54315","Inactive pancreatic lipase-related protein 1","PNLIPRP1","Neurology_II",0,0
"526","GSR",0.102080159752603,0.0350496546688472,0.0828884632662139,"Q9UL42","Paraneoplastic antigen Ma2","PNMA2","Neurology_II",0.0180788985861656,0.227471859963193
"527","GSTA1",0.517355969572903,0.00682397999038413,0.0201276422925255,"Q96CD2","Phosphopantothenoylcysteine decarboxylase","PPCDC","Neurology",1.03697565069622e-08,0.491774804202739
"528","GSTA3",0.521849987267949,0.0155230914131751,0.0413996315699916,"Q96A00","Protein phosphatase 1 regulatory subunit 14A","PPP1R14A","Neurology_II",2.84201221419843e-09,1.01351342789117
"529","GSTP1",0.375033208775461,0.00403701592505622,0.0129246413460453,"Q9NXH3","Protein phosphatase 1 regulatory subunit 14D","PPP1R14D","Neurology_II",0,0
"530","GTPBP2",0.367099174688073,2.53586444081734e-05,0.00011803076051766,"P63098","Calcineurin subunit B type 1","PPP3R1","Neurology",4.73767908844347e-05,0.346514324224923
"531","GUSB",0.504034475609952,3.14287116645828e-05,0.000143093651394977,"P50897","Palmitoyl-protein thioesterase 1","PPT1","Neurology_II",0,0
"532","GYS1",0.921891062333146,2.29052035424293e-13,2.61530898259847e-12,"Q06830","Peroxiredoxin-1","PRDX1","Neurology",0,0
"533","GZMA",0.305062529168978,8.39804402906517e-05,0.000362592063470568,"Q9UGI9","5'-AMP-activated protein kinase subunit gamma-3","PRKAG3","Neurology_II",0,0
"534","GZMB",0.376263137562909,0.019740793352902,0.0504832361946915,"P13861","cAMP-dependent protein kinase type II-alpha regulatory subunit","PRKAR2A","Neurology_II",2.6221478270352e-11,0.892013084325108
"535","GZMH",0.926048408945422,4.91816915028931e-09,3.48082528481735e-08,"P01236","Prolactin","PRL","Neurology",0,0
"536","HAGH",0.66984679228577,4.01534202008913e-06,2.0518959308952e-05,"Q9UKY0","Prion-like protein doppel","PRND","Neurology_II",0,0
"537","HAO1",0.847349062968173,0.000507757872655656,0.00192500163654018,"Q2L4Q9","Serine protease 53","PRSS53","Neurology_II",0,0
"538","HARS1",0.879990907148355,5.07354843898434e-18,1.37314648955104e-16,"Q9NRG1","Phosphoribosyltransferase domain-containing protein 1","PRTFDC1","Neurology",5.61337453524153e-12,1.76630254816834
"539","HAVCR2",0.132761328829121,0.0410478853708744,0.0952245785230681,"P11464","Pregnancy-specific beta-1-glycoprotein 1","PSG1","Neurology",0,0
"540","HBEGF",0.689516098779068,6.13303597391984e-14,7.62845283053945e-13,"Q99460","26S proteasome non-ATPase regulatory subunit 1","PSMD1","Neurology_II",4.98142961781973e-06,0.598820416899794
"541","HBQ1",0.298466950399915,0.0367880069582278,0.0866489478959708,"Q16401","26S proteasome non-ATPase regulatory subunit 5","PSMD5","Neurology_II",0.0573326684763115,0.207348485359442
"542","HCLS1",1.28794341144038,9.69379779158775e-23,2.50156648225259e-20,"Q06323","Proteasome activator complex subunit 1","PSME1","Neurology",9.42615981787906e-11,0.551934363768672
"543","HDDC2",0.314077671358132,9.75499075022357e-05,0.000414445319228248,"Q9UL46","Proteasome activator complex subunit 2","PSME2","Neurology",1.55865727236013e-08,0.505403891854982
"544","HDGF",1.10891523425974,2.16784517659586e-08,1.46680820629391e-07,"P60484","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","PTEN","Neurology",3.11321847464324e-05,0.539766816285828
"545","HDGFL2",0.583771254332896,3.60747159372336e-08,2.3484720419718e-07,"P01270","Parathyroid hormone","PTH","Neurology_II",0,0
"546","HEG1",0.149131966426991,0.00216093341444452,0.0073276199192823,"Q13308","Inactive tyrosine-protein kinase 7","PTK7","Neurology",0,0
"547","HEXIM1",0.606987977515654,4.05486996213104e-12,3.873328398467e-11,"P18031","Tyrosine-protein phosphatase non-receptor type 1","PTPN1","Neurology",2.10206822410382e-08,0.556967765367846
"548","HGF",0.266411069265629,0.000161580517330275,0.0006633424889837,"Q92932","Receptor-type tyrosine-protein phosphatase N2","PTPRN2","Neurology",0,0
"549","HGS",1.14280149122584,4.71825435153225e-10,3.74767866019804e-09,"Q15256","Receptor-type tyrosine-protein phosphatase R","PTPRR","Neurology_II",0,0
"550","HHEX",0.947079691262686,3.65792012011489e-17,8.83306006432105e-16,"Q03393","6-pyruvoyl tetrahydrobiopterin synthase","PTS","Neurology",2.38599878383824e-06,0.73720813850126
"551","HIP1R",0.361275401691238,0.000911333671736768,0.00330090250617915,"P15151","Poliovirus receptor","PVR","Neurology",0,0
"552","HJV",0.257861843036464,0.00283993280674288,0.00941710163720948,"P49023","Paxillin","PXN","Neurology",0.0245034621139117,0.2735796395318
"553","HMBS",0.296805031244985,0.0010720145240648,0.00385898824364704,"Q15042","Rab3 GTPase-activating protein catalytic subunit","RAB3GAP1","Neurology_II",0,0
"554","HMCN2",0.246899281521011,0.0229732392661338,0.0575413696443094,"Q9NRW1","Ras-related protein Rab-6B","RAB6B","Neurology",0,0
"555","HMGCL",0.336805036325307,0.000662354582209023,0.00246318377073406,"P60763","Ras-related C3 botulinum toxin substrate 3","RAC3","Neurology_II",0,0
"556","HMOX2",0.287779159009796,0.00180124535353047,0.00621610409488731,"P49792","E3 SUMO-protein ligase RanBP2","RANBP2","Neurology_II",0,0
"557","HNMT",0.361741820764957,0.00307810282190551,0.010132088455439,"P20936","Ras GTPase-activating protein 1","RASA1","Neurology",0,0
"558","HNRNPK",1.20343764271164,3.16535400482531e-14,4.11214655826862e-13,"A6NFN3","RNA binding protein fox-1 homolog 3","RBFOX3","Neurology_II",0,0
"559","HNRNPUL1",0.544199382164906,6.14081307081671e-08,3.91058749585996e-07,"Q9H477","Ribokinase","RBKS","Neurology",1.15172764680289e-09,0.669776296799157
"560","HPCAL1",1.01975755474141,6.73924689331614e-16,1.20851648277074e-14,"Q96I25","Splicing factor 45","RBM17","Neurology_II",1.53478015028445e-10,0.638338727085747
"561","HPSE",2.30296494834525,7.23950806700785e-20,3.99265699620074e-18,"P09455","Retinol-binding protein 1","RBP1","Neurology_II",0,0
"562","HS1BP3",0.868437176921622,6.32063481345522e-13,6.66975290964968e-12,"Q9H6H4","Receptor expression-enhancing protein 4","REEP4","Neurology_II",8.45304294114484e-05,0.295512837185899
"563","HSBP1",1.04208085502601,1.57473725511943e-13,1.85603104706214e-12,"Q969Z4","Tumor necrosis factor receptor superfamily member 19L","RELT","Neurology",0.0424814846842163,0.126277736963026
"564","HSDL2",0.26013314334692,0.00971036098975126,0.0273757913212893,"Q9H4X1","Regulator of cell cycle RGCC","RGCC","Neurology_II",5.16120466971723e-17,1.31983726506572
"565","HSP90B1",0.365479723730423,0.0411220578214698,0.0953209952515116,"Q96B86","Repulsive guidance molecule A","RGMA","Neurology",0,0
"566","HSPA1A",0.812666167475487,1.37556741257524e-18,4.41844345819496e-17,"Q6NW40","RGM domain family member B","RGMB","Neurology",0,0
"567","HSPB1",1.43912198472968,2.05369372269188e-16,4.05604510231647e-15,"O43665","Regulator of G-protein signaling 10","RGS10","Neurology_II",2.61625839359866e-13,1.02651170391462
"568","HSPG2",0.136118761513203,0.00232712431017601,0.007854716349474,"P08134","Rho-related GTP-binding protein RhoC","RHOC","Neurology",1.18567790491134e-16,1.71458818933432
"569","HTRA2",0.571599321490669,1.50272860978865e-09,1.12339532644814e-08,"P04808","Prorelaxin H1","RLN1","Neurology_II",0.029419695185137,-0.510515079058089
"570","HYAL1",0.118201484618565,0.0104432846162913,0.029323459109913,"O75792","Ribonuclease H2 subunit A","RNASEH2A","Neurology_II",9.45981349451631e-06,0.401354702664164
"571","ICA1",0.346454600023307,0.000196951305540778,0.000799567591799576,"Q9HCK4","Roundabout homolog 2","ROBO2","Neurology",0,0
"572","ICAM1",0.169100761924537,0.00406543528312641,0.0129871774126541,"Q92834","X-linked retinitis pigmentosa GTPase regulator","RPGR","Neurology_II",0,0
"573","IDUA",0.192379622125615,0.0338720787434616,0.0804943789976733,"P10301","Ras-related protein R-Ras","RRAS","Neurology_II",1.1968796643331e-05,0.738892168922578
"574","IFI30",0.417138863480666,2.94269958618287e-05,0.000134819919912422,"Q9Y3B9","RRP15-like protein","RRP15","Neurology_II",0,0
"575","IFNL1",0.503957530392989,0.00445138206944963,0.0139426824185054,"Q2MKA7","R-spondin-1","RSPO1","Neurology",0,0
"576","IFNLR1",0.259866695909544,0.00525979269418506,0.0160819812187269,"Q8WWV3","Reticulon-4-interacting protein 1, mitochondrial","RTN4IP1","Neurology_II",4.90804696924863e-15,1.27123525128084
"577","IFT20",0.218852781501107,0.000516049906975658,0.00195137629765828,"Q9H446","RWD domain-containing protein 1","RWDD1","Neurology",1.87545720863666e-20,1.13242647319195
"578","IGBP1",1.04103071809,2.94985866150326e-14,3.84930217302412e-13,"Q9HCY8","Protein S100-A14","S100A14","Neurology_II",0,0
"579","IGF2R",0.0967335679528312,0.043471303993371,0.0996600953510773,"Q96FQ6","Protein S100-A16","S100A16","Neurology",0,0
"580","IGFBP7",0.10551771565205,0.0166621963457383,0.043996025220048,"P29377","Protein S100-G","S100G","Neurology_II",0,0
"581","IGFBPL1",0.235025940433799,0.000853612139948504,0.0031166115163127,"Q14151","Scaffold attachment factor B2","SAFB2","Neurology_II",0,0
"582","IGSF3",0.263104828109935,0.000104317737823718,0.000440001078872625,"P10523","S-arrestin","SAG","Neurology_II",0,0
"583","IGSF8",0.168153136608054,0.000418776874104406,0.00160641050263409,"Q01826","DNA-binding protein SATB1","SATB1","Neurology_II",0,0
"584","IGSF9",0.775177775935925,5.48957381978622e-05,0.000243490504935282,"Q6ZMJ2","Scavenger receptor class A member 5","SCARA5","Neurology",0.0681555777887617,0.131591505562976
"585","IKBKG",0.32547299619264,1.76230140488906e-05,8.48633773721699e-05,"Q8WTV0","Scavenger receptor class B member 1","SCARB1","Neurology",0,0
"586","IL10RB",0.127814041222805,0.0184665660460136,0.0479376310412946,"Q14108","Lysosome membrane protein 2","SCARB2","Neurology",0,0
"587","IL12A_IL12B",0.253368900907737,0.0421708893040995,0.0971359412418304,"Q96GP6","Scavenger receptor class F member 2","SCARF2","Neurology",0,0
"588","IL12B",0.21753733866688,0.0368524160334881,0.0867307665586841,"Q9Y6U3","Adseverin","SCIN","Neurology_II",0,0
"589","IL15RA",0.176347128740746,0.0166448380516962,0.0439899291366257,"Q99250","Sodium channel protein type 2 subunit alpha","SCN2A","Neurology_II",0,0
"590","IL16",0.147018022475503,0.0420557786048572,0.0969709175645741,"O60939","Sodium channel subunit beta-2","SCN2B","Neurology_II",0,0
"591","IL17RB",0.273740280531424,0.0187635535474717,0.0485791559072275,"Q9NY46","Sodium channel protein type 3 subunit alpha","SCN3A","Neurology_II",0,0
"592","IL18",0.436730943593887,1.2492084689779e-06,6.82511468191102e-06,"Q9NY72","Sodium channel subunit beta-3","SCN3B","Neurology_II",0,0
"593","IL18BP",0.165566032337855,0.00714162044424384,0.0208749565585248,"Q14160","Protein scribble homolog","SCRIB","Neurology_II",0,0
"594","IL18R1",0.272410220398285,8.04486127046011e-05,0.000348889161625444,"P09683","Secretin","SCT","Neurology_II",0,0
"595","IL1B",0.623532842678998,3.96357596084933e-07,2.28511489813858e-06,"Q92854","Semaphorin-4D","SEMA4D","Neurology",0,0
"596","IL1R2",0.0943191471088594,0.0081931090028239,0.0236178082990673,"Q9UH03","Neuronal-specific septin-3","SEPTIN3","Neurology_II",0,0
"597","IL1RN",0.49109923353502,1.81892049156076e-05,8.74457992900018e-05,"Q92599","Septin-8","SEPTIN8","Neurology_II",0.000421680328401418,0.282884519491745
"598","IL20RB",-0.157929762202097,0.0133096196028792,0.0361897842783404,"P30740","Leukocyte elastase inhibitor","SERPINB1","Neurology",8.62357341241813e-10,0.745848252291047
"599","IL3",0.48689254031638,0.0206978087437832,0.052792054937241,"P35237","Serpin B6","SERPINB6","Neurology",1.54769121636852e-10,0.475047037508115
"600","IL7",0.873296654096455,2.72898042715709e-14,3.5931575624235e-13,"P50453","Serpin B9","SERPINB9","Neurology",1.48695407187458e-14,0.533325247819727
"601","ILKAP",0.422859247149449,0.000177081586413241,0.000722918264086456,"Q86VW0","SEC14 domain and spectrin repeat-containing protein 1","SESTD1","Neurology",0,0
"602","IMMT",0.42705663633976,0.000106779652597649,0.000447800465628303,"Q53H47","Histone-lysine N-methyltransferase SETMAR","SETMAR","Neurology",0.0146906236750578,0.200659009155566
"603","IMPA1",0.387592620857401,3.64935583671361e-09,2.6080848681452e-08,"Q53EL9","Seizure protein 6 homolog","SEZ6","Neurology_II",0,0
"604","IMPACT",0.69477397645314,5.22263004726879e-10,4.12587773734235e-09,"Q8N474","Secreted frizzled-related protein 1","SFRP1","Neurology",0,0
"605","INHBC",0.227756563056751,0.0113775602665495,0.0314632059215935,"Q9UJC5","SH3 domain-binding glutamic acid-rich-like protein 2","SH3BGRL2","Neurology_II",0,0
"606","INPP1",0.409526539862505,7.83404987199112e-07,4.38676777314752e-06,"Q9NR46","Endophilin-B2","SH3GLB2","Neurology_II",1.59052032595002e-05,0.664761025459671
"607","INPP5D",0.458969834902802,5.83933865754989e-05,0.000256667472120576,"Q6ZMC9","Sialic acid-binding Ig-like lectin 15","SIGLEC15","Neurology",0,0
"608","INPP5J",0.201114322571188,0.0046284671875968,0.0144386441721936,"O15389","Sialic acid-binding Ig-like lectin 5","SIGLEC5","Neurology",0,0
"609","INPPL1",0.748526465263062,3.86379871176526e-10,3.08576055587155e-09,"Q9NXA8","NAD-dependent protein deacylase sirtuin-5, mitochondrial","SIRT5","Neurology",0,0
"610","INSL5",0.404698859782694,0.0249030676924822,0.062003123394485,"Q86WV1","Src kinase-associated phosphoprotein 1","SKAP1","Neurology",0.00457561902928356,0.382129474929918
"611","IPCEF1",1.07035841870746,7.68751723237736e-15,1.12353064351195e-13,"Q9H6Q3","Src-like-adapter 2","SLA2","Neurology_II",6.21542191885243e-12,1.40901698727918
"612","IQGAP2",0.803195406022945,6.14108835835352e-09,4.33454576075652e-08,"P53985","Monocarboxylate transporter 1","SLC16A1","Neurology",0.0319755923897022,0.257601239754578
"613","IRAK1",0.4492210330506,1.69342787291904e-09,1.2499721395309e-08,"P43007","Neutral amino acid transporter A","SLC1A4","Neurology_II",0,0
"614","IRAK4",1.34694785555601,1.45704595313527e-20,1.15106630297686e-18,"Q6P1M0","Long-chain fatty acid transport protein 4","SLC27A4","Neurology",3.62445015146177e-05,0.58240032087543
"615","IST1",1.89395216130783,5.52586195046433e-22,9.50123204776897e-20,"Q15043","Zinc transporter ZIP14","SLC39A14","Neurology",0,0
"616","ITGA11",-0.188765346108029,0.00393262616895242,0.0126458375047832,"Q53GD3","Choline transporter-like protein 4","SLC44A4","Neurology_II",0,0
"617","ITGA2",-0.149711309268248,0.0246980351146258,0.0615975739249584,"O94813","Slit homolog 2 protein","SLIT2","Neurology",0,0
"618","ITGA5",0.213441494034867,4.77106578925773e-05,0.000212913363389318,"P51531","Probable global transcription activator SNF2L2","SMARCA2","Neurology",0.0389355087460983,0.414960012289241
"619","ITGA6",0.429228246079606,9.77872237081232e-08,6.10752254057359e-07,"P17405","Sphingomyelin phosphodiesterase","SMPD1","Neurology",0,0
"620","ITGAL",0.249906139294367,0.00415922259620655,0.0132145735312084,"P52788","Spermine synthase","SMS","Neurology_II",0,0
"621","ITGB1BP1",0.617542694280498,4.16304953731612e-07,2.38599878383824e-06,"P53814","Smoothelin","SMTN","Neurology_II",6.74519379601835e-05,0.383334718660079
"622","ITGB1BP2",2.1409526028702,1.40182970731571e-20,1.13820784291217e-18,"P60880","Synaptosomal-associated protein 25","SNAP25","Neurology_II",0,0
"623","ITGB2",0.124457803451418,0.0269574761703564,0.0662714069351992,"O95295","SNARE-associated protein Snapin","SNAPIN","Neurology_II",0.0368334474944412,0.224092250586796
"624","ITGBL1",0.194451353063571,0.00865343746173842,0.0247253154454168,"O76070","Gamma-synuclein","SNCG","Neurology",0,0
"625","ITIH5",-0.162998615774806,0.0420660702948614,0.0969709175645741,"P08579","U2 small nuclear ribonucleoprotein B''","SNRPB2","Neurology_II",0.00567315712753598,0.380655493032755
"626","JAM3",0.187921280328442,0.00543223973617068,0.0164543385998206,"P04179","Superoxide dismutase [Mn], mitochondrial","SOD2","Neurology",0.0453821346651236,0.17538343955809
"627","JMJD1C",0.286751970993167,0.000796188867474217,0.00293105800960596,"Q9BX66","Sorbin and SH3 domain-containing protein 1","SORBS1","Neurology_II",0,0
"628","JPT2",1.31322137728132,1.29289742578972e-20,1.07975405016667e-18,"Q2M3V2","Ankyrin repeat domain-containing protein SOWAHA","SOWAHA","Neurology_II",0,0
"629","KAZN",0.658531452259009,1.41690627396535e-11,1.28223437733768e-10,"P48431","Transcription factor SOX-2","SOX2","Neurology_II",0,0
"630","KCNIP4",-0.361220706696579,0.0228344546559945,0.057291940737744,"P48436","Transcription factor SOX-9","SOX9","Neurology_II",0,0
"631","KCTD5",0.416436345286788,2.02777773056379e-05,9.63771431941131e-05,"Q96QH8","Sperm acrosome-associated protein 5","SPACA5_SPACA5B","Neurology_II",0,0
"632","KHK",0.736355663822442,6.52636809912925e-08,4.12021035718246e-07,"Q07617","Sperm-associated antigen 1","SPAG1","Neurology_II",0,0
"633","KIF22",0.650435543562332,8.85552807073643e-05,0.0003800985102902,"P00995","Serine protease inhibitor Kazal-type 1","SPINK1","Neurology",0,0
"634","KIFBP",1.94206065226791,5.96425367910376e-21,6.01155638069665e-19,"Q9NQ38","Serine protease inhibitor Kazal-type 5","SPINK5","Neurology",0,0
"635","KITLG",-0.141126113238204,0.0413086385191695,0.0956018609592496,"O43278","Kunitz-type protease inhibitor 1","SPINT1","Neurology",0,0
"636","KLF4",0.238277362067562,0.0194506160098274,0.0498572169536226,"Q08629","Testican-1","SPOCK1","Neurology",0,0
"637","KLRK1",0.163723649358984,0.0313031281516759,0.0752459240027539,"Q9UBC9","Small proline-rich protein 3","SPRR3","Neurology_II",0,0
"638","KRT18",0.660519978977639,0.000129568529542741,0.000536443076279648,"O15020","Spectrin beta chain, non-erythrocytic 2","SPTBN2","Neurology_II",0,0
"639","KRT19",0.268055604020353,0.0238237114202426,0.0596204695902134,"O15269","Serine palmitoyltransferase 1","SPTLC1","Neurology_II",0,0
"640","KRT8",0.410542219549542,0.00634053643707495,0.0188923425133232,"P05455","Lupus La protein","SSB","Neurology",0.0567590059510267,0.313805485434461
"641","KYAT1",1.05101425121229,4.47186865386287e-17,1.02923402167253e-15,"O95630","STAM-binding protein","STAMBP","Neurology",9.97975565875531e-12,0.614137053165416
"642","KYNU",0.569627716607589,6.7616049963388e-09,4.73960944947202e-08,"P52823","Stanniocalcin-1","STC1","Neurology",0,0
"643","L3HYPDH",1.00299037817613,2.35279156042981e-14,3.14027841604399e-13,"O76061","Stanniocalcin-2","STC2","Neurology",0,0
"644","LACTB2",0.860857234822843,1.03223814257927e-18,3.47124581265435e-17,"Q687X5","Metalloreductase STEAP4","STEAP4","Neurology_II",0,0
"645","LAG3",0.261482113501825,0.00730267107089749,0.0212818619543703,"P31948","Stress-induced-phosphoprotein 1","STIP1","Neurology",1.11909572101631e-13,0.794886561312018
"646","LAMP1",0.129269108026496,0.00650062460411858,0.0192711214176862,"Q9Y6E0","Serine/threonine-protein kinase 24","STK24","Neurology",0.0325302212837349,0.252937644443904
"647","LAMTOR5",0.218500536891134,0.00245320750835097,0.0082327503408839,"P61266","Syntaxin-1B","STX1B","Neurology_II",0,0
"648","LAP3",0.992501326890502,1.80432824803943e-10,1.50257876610235e-09,"Q13277","Syntaxin-3","STX3","Neurology_II",0,0
"649","LARP1",0.447108468567444,0.000139806358370497,0.000576380797626182,"P61764","Syntaxin-binding protein 1","STXBP1","Neurology_II",6.2821396852591e-11,1.15072591415364
"650","LAT",1.96635682466875,5.98371185300144e-20,3.49807794926464e-18,"P50225","Sulfotransferase 1A1","SULT1A1","Neurology",8.83306006432105e-16,1.3855811027618
"651","LAT2",0.812042466090303,1.26494315480409e-13,1.50915462918055e-12,"Q8NBJ7","Inactive C-alpha-formylglycine-generating enzyme 2","SUMF2","Neurology",2.94291159554813e-05,0.433913694322673
"652","LATS1",1.36795209295191,1.01623978628124e-15,1.74484520875903e-14,"P51687","Sulfite oxidase, mitochondrial","SUOX","Neurology_II",4.78127657759388e-05,0.581375648552912
"653","LBR",0.811417657932131,1.03956835401159e-11,9.55552924143356e-11,"Q9UGT4","Sushi domain-containing protein 2","SUSD2","Neurology",0,0
"654","LCAT",0.110655061651949,0.0149824402516234,0.0401776815188028,"Q7L0J3","Synaptic vesicle glycoprotein 2A","SV2A","Neurology_II",0.0892544126400415,0.234850412525426
"655","LDLR",0.318581593682607,0.00197154282198118,0.00675594333956739,"Q96PV0","Ras/Rap GTPase-activating protein SynGAP","SYNGAP1","Neurology_II",0,0
"656","LDLRAP1",0.839015149679963,4.29080653923877e-09,3.05158820296713e-08,"P21579","Synaptotagmin-1","SYT1","Neurology_II",0,0
"657","LEG1",-0.250241529223473,0.0358586180535021,0.0846645723508776,"Q15633","RISC-loading complex subunit TARBP2","TARBP2","Neurology",2.86072468049791e-09,0.706227707037631
"658","LEO1",0.19859955910204,0.00829430499203905,0.0238859640312612,"B6A8C7","T-cell-interacting, activating receptor on myeloid cells protein 1","TARM1","Neurology_II",0.0625821984898877,-0.321440581404661
"659","LETM1",0.357722454959646,0.00083663806373022,0.00306069219059253,"Q86VP1","Tax1-binding protein 1","TAX1BP1","Neurology_II",0.0100312247316648,0.243266936047294
"660","LGALS1",0.253095149030506,0.000290355794847122,0.00113920803803777,"Q9HA65","TBC1 domain family member 17","TBC1D17","Neurology",0.0137488705849402,0.278225556179218
"661","LGALS3BP",0.375061915289398,5.42873877267217e-05,0.000241158106877215,"Q99426","Tubulin-folding cofactor B","TBCB","Neurology",1.33067695219307e-18,1.51523117638266
"662","LGALS4",0.398659670142947,0.000459863340715238,0.00175480488891728,"Q15814","Tubulin-specific chaperone C","TBCC","Neurology",9.90776449141981e-15,0.988808016647412
"663","LGALS8",0.609330347391766,7.2282131114308e-13,7.6000240736375e-12,"Q16650","T-box brain protein 1","TBR1","Neurology_II",0,0
"664","LGALS9",0.215086563360601,0.000283708953370681,0.00111462536384745,"P56279","T-cell leukemia/lymphoma protein 1A","TCL1A","Neurology",0,0
"665","LGMN",0.296932050583038,2.74209429058398e-06,1.4338357086542e-05,"P13385","Teratocarcinoma-derived growth factor 1","TDGF1","Neurology",0,0
"666","LHPP",0.714179298307196,1.62428498316441e-09,1.20502157507349e-08,"P48775","Tryptophan 2,3-dioxygenase","TDO2","Neurology_II",0.0477261009564984,0.296738232790307
"667","LIF",0.451087090763617,0.00169827419845719,0.00588158232475162,"Q9Y2W6","Tudor and KH domain-containing protein","TDRKH","Neurology",1.10668161126445e-08,0.676428907916856
"668","LONP1",0.623779873951973,3.69416665549635e-07,2.14672945010255e-06,"Q9BY14","Testis-expressed protein 101","TEX101","Neurology_II",0,0
"669","LPL",-0.541261785871469,1.3086194281704e-05,6.37515764757014e-05,"P05549","Transcription factor AP-2-alpha","TFAP2A","Neurology_II",0,0
"670","LRCH4",0.615087701296028,1.9118095339909e-07,1.1522101583207e-06,"P04155","Trefoil factor 1","TFF1","Neurology",0.024335216793808,0.366554884151867
"671","LRP2",0.202453303380345,0.0251114083066935,0.0624155157146811,"P35442","Thrombospondin-2","THBS2","Neurology",0,0
"672","LRPAP1",0.242429767609502,0.00284635831870549,0.00942231638230594,"P04216","Thy-1 membrane glycoprotein","THY1","Neurology",0,0
"673","LRRC37A2",0.188284897757758,0.0284997382119618,0.0694149190775776,"Q9NQ88","Fructose-2,6-bisphosphatase TIGAR","TIGAR","Neurology",0,0
"674","LRRC59",0.309383634286916,3.08885472375894e-07,1.81299645733883e-06,"O60220","Mitochondrial import inner membrane translocase subunit Tim8 A","TIMM8A","Neurology_II",1.22173547483025e-09,0.541044846760266
"675","LSM1",0.441621363492795,0.000342417126274101,0.00133096444162127,"Q99727","Metalloproteinase inhibitor 4","TIMP4","Neurology",0,0
"676","LXN",0.478353949239425,0.000805926980948021,0.0029631755538504,"O95049","Tight junction protein ZO-3","TJP3","Neurology_II",0,0
"677","LY75",0.164811192942148,0.0238976288463823,0.0597542935140937,"Q8N6Q1","Transmembrane and coiled-coil domain-containing protein 5A","TMCO5A","Neurology_II",0.02267032325455,0.296387749835149
"678","LYAR",0.33155778046224,0.0119415688311809,0.0328056444488175,"Q86YD3","Transmembrane protein 25","TMEM25","Neurology_II",0,0
"679","LYN",0.945855186204441,3.24459162414807e-17,7.96969858603766e-16,"Q86T26","Transmembrane protease serine 11B","TMPRSS11B","Neurology_II",0,0
"680","LZTFL1",1.13294679449578,6.52033900947694e-19,2.35295690428409e-17,"O60235","Transmembrane protease serine 11D","TMPRSS11D","Neurology_II",0,0
"681","M6PR",0.121389774454208,0.0429690862728746,0.0988187562357296,"Q9H3S3","Transmembrane protease serine 5","TMPRSS5","Neurology",0,0
"682","MAD1L1",0.439070565762985,5.5238208881217e-05,0.00024426820659576,"P63313","Thymosin beta-10","TMSB10","Neurology",3.30065860273511e-12,0.828269815215329
"683","MAGED1",0.218482810522229,0.00700165369547531,0.0205274159998739,"P01375","Tumor necrosis factor","TNF","Neurology",0,0
"684","MANF",2.29765568177401,4.22000002316601e-21,4.56854076582009e-19,"O00220","Tumor necrosis factor receptor superfamily member 10A","TNFRSF10A","Neurology",0,0
"685","MAP2",0.259759669619622,0.0016284777672467,0.00568023927644643,"O14763","Tumor necrosis factor receptor superfamily member 10B","TNFRSF10B","Neurology",0.0779574657164392,0.126086880270398
"686","MAP2K1",0.698417900266476,3.09575804783098e-11,2.70925172868562e-10,"P19438","Tumor necrosis factor receptor superfamily member 1A","TNFRSF1A","Neurology",0.0939143889920831,0.117850604816446
"687","MAP2K6",0.866670334688249,4.14001253203861e-13,4.53230585436286e-12,"P20333","Tumor necrosis factor receptor superfamily member 1B","TNFRSF1B","Neurology",0,0
"688","MAP3K5",0.3918855406738,0.000368386523826266,0.00142621696575388,"O75509","Tumor necrosis factor receptor superfamily member 21","TNFRSF21","Neurology",0,0
"689","MAP4K5",1.17756047394653,1.90831391615956e-18,5.87158060729936e-17,"O95407","Tumor necrosis factor receptor superfamily member 6B","TNFRSF6B","Neurology",0.0131572201323433,0.298922964124939
"690","MAPK9",0.372601541095259,1.44102665880667e-08,9.85282320568413e-08,"P28908","Tumor necrosis factor receptor superfamily member 8","TNFRSF8","Neurology",0,0
"691","MAPKAPK2",0.690308936696112,7.07699040757714e-09,4.94881410558564e-08,"Q07011","Tumor necrosis factor receptor superfamily member 9","TNFRSF9","Neurology",0,0
